firstname,lastname,ballotname,partyname,partycode,officename,officeposition,measuretext,reporting_level,jurisdiction,votes
Rick,Larsen,Rick Larsen,D,D,U. S. Representative District #2,NA,,state,Washington,101219
Norma,Smith,Norma Smith,R,R,U. S. Representative District #2,NA,,county,Island,12580
Norma,Smith,Norma Smith,R,R,U. S. Representative District #2,NA,,county,King,77
Norma,Smith,Norma Smith,R,R,U. S. Representative District #2,NA,,county,San Juan,2371
Norma,Smith,Norma Smith,R,R,U. S. Representative District #2,NA,,county,Skagit,15519
Norma,Smith,Norma Smith,R,R,U. S. Representative District #2,NA,,county,Snohomish,38250
Norma,Smith,Norma Smith,R,R,U. S. Representative District #2,NA,,county,Whatcom,23731
Norma,Smith,Norma Smith,R,R,U. S. Representative District #2,NA,,state,Washington,92528
Brian,Baird,Brian Baird,D,D,U. S. Representative District #3,NA,,county,Clark,53573
Brian,Baird,Brian Baird,D,D,U. S. Representative District #3,NA,,county,Cowlitz,17682
Brian,Baird,Brian Baird,D,D,U. S. Representative District #3,NA,,county,Lewis,11378
Brian,Baird,Brian Baird,D,D,U. S. Representative District #3,NA,,county,Pacific,5283
Brian,Baird,Brian Baird,D,D,U. S. Representative District #3,NA,,county,Skamania,1415
Brian,Baird,Brian Baird,D,D,U. S. Representative District #3,NA,,county,Thurston,28657
Brian,Baird,Brian Baird,D,D,U. S. Representative District #3,NA,,county,Wahkiakum,1276
Brian,Baird,Brian Baird,D,D,U. S. Representative District #3,NA,,state,Washington,119264
Joseph,Zarelli,Joseph Zarelli,R,R,U. S. Representative District #3,NA,,county,Clark,36776
Joseph,Zarelli,Joseph Zarelli,R,R,U. S. Representative District #3,NA,,county,Cowlitz,9042
Joseph,Zarelli,Joseph Zarelli,R,R,U. S. Representative District #3,NA,,county,Lewis,11314
Joseph,Zarelli,Joseph Zarelli,R,R,U. S. Representative District #3,NA,,county,Pacific,2203
Joseph,Zarelli,Joseph Zarelli,R,R,U. S. Representative District #3,NA,,county,Skamania,951
Joseph,Zarelli,Joseph Zarelli,R,R,U. S. Representative District #3,NA,,county,Thurston,13241
Joseph,Zarelli,Joseph Zarelli,R,R,U. S. Representative District #3,NA,,county,Wahkiakum,538
Joseph,Zarelli,Joseph Zarelli,R,R,U. S. Representative District #3,NA,,state,Washington,74065
Richard,Hastings,Doc Hastings,R,R,U. S. Representative District #4,NA,,county,Adams,1195
Richard,Hastings,Doc Hastings,R,R,U. S. Representative District #4,NA,,county,Benton,27779
Richard,Hastings,Doc Hastings,R,R,U. S. Representative District #4,NA,,county,Chelan,13313
Richard,Hastings,Doc Hastings,R,R,U. S. Representative District #4,NA,,county,Douglas,6213
Richard,Hastings,Doc Hastings,R,R,U. S. Representative District #4,NA,,county,Franklin,6839
Richard,Hastings,Doc Hastings,R,R,U. S. Representative District #4,NA,,county,Grant,12991
Richard,Hastings,Doc Hastings,R,R,U. S. Representative District #4,NA,,county,Kittitas,6086
Richard,Hastings,Doc Hastings,R,R,U. S. Representative District #4,NA,,county,Klickitat,3911
Richard,Hastings,Doc Hastings,R,R,U. S. Representative District #4,NA,,county,Skamania,459
Richard,Hastings,Doc Hastings,R,R,U. S. Representative District #4,NA,,county,Yakima,29471
Richard,Hastings,Doc Hastings,R,R,U. S. Representative District #4,NA,,state,Washington,108257
Craig,Mason,Craig Mason,D,D,U. S. Representative District #4,NA,,county,Adams,381
Craig,Mason,Craig Mason,D,D,U. S. Representative District #4,NA,,county,Benton,12299
Craig,Mason,Craig Mason,D,D,U. S. Representative District #4,NA,,county,Chelan,6351
Craig,Mason,Craig Mason,D,D,U. S. Representative District #4,NA,,county,Douglas,2620
Craig,Mason,Craig Mason,D,D,U. S. Representative District #4,NA,,county,Franklin,3019
Craig,Mason,Craig Mason,D,D,U. S. Representative District #4,NA,,county,Grant,4687
Craig,Mason,Craig Mason,D,D,U. S. Representative District #4,NA,,county,Kittitas,3723
Craig,Mason,Craig Mason,D,D,U. S. Representative District #4,NA,,county,Klickitat,2239
Craig,Mason,Craig Mason,D,D,U. S. Representative District #4,NA,,county,Skamania,445
Craig,Mason,Craig Mason,D,D,U. S. Representative District #4,NA,,county,Yakima,17808
Craig,Mason,Craig Mason,D,D,U. S. Representative District #4,NA,,state,Washington,53572
Robert,Chase,Rob Chase,L,L,U. S. Representative District #5,NA,,county,Adams,68
Robert,Chase,Rob Chase,L,L,U. S. Representative District #5,NA,,county,Asotin,273
Robert,Chase,Rob Chase,L,L,U. S. Representative District #5,NA,,county,Columbia,59
Robert,Chase,Rob Chase,L,L,U. S. Representative District #5,NA,,county,Ferry,161
Robert,Chase,Rob Chase,L,L,U. S. Representative District #5,NA,,county,Garfield,44
Robert,Chase,Rob Chase,L,L,U. S. Representative District #5,NA,,county,Lincoln,151
Robert,Chase,Rob Chase,L,L,U. S. Representative District #5,NA,,county,Okanogan,728
Robert,Chase,Rob Chase,L,L,U. S. Representative District #5,NA,,county,Pend Oreille,320
Robert,Chase,Rob Chase,L,L,U. S. Representative District #5,NA,,county,Spokane,6647
Robert,Chase,Rob Chase,L,L,U. S. Representative District #5,NA,,county,Stevens,895
Robert,Chase,Rob Chase,L,L,U. S. Representative District #5,NA,,county,Walla Walla,615
Robert,Chase,Rob Chase,L,L,U. S. Representative District #5,NA,,county,Whitman,418
Robert,Chase,Rob Chase,L,L,U. S. Representative District #5,NA,,state,Washington,10379
Bart,Haggin,Bart Haggin,D,D,U. S. Representative District #5,NA,,county,Adams,285
Bart,Haggin,Bart Haggin,D,D,U. S. Representative District #5,NA,,county,Asotin,2110
Bart,Haggin,Bart Haggin,D,D,U. S. Representative District #5,NA,,county,Columbia,331
Bart,Haggin,Bart Haggin,D,D,U. S. Representative District #5,NA,,county,Ferry,682
Bart,Haggin,Bart Haggin,D,D,U. S. Representative District #5,NA,,county,Garfield,223
Bart,Haggin,Bart Haggin,D,D,U. S. Representative District #5,NA,,county,Lincoln,949
Bart,Haggin,Bart Haggin,D,D,U. S. Representative District #5,NA,,county,Okanogan,3050
Bart,Haggin,Bart Haggin,D,D,U. S. Representative District #5,NA,,county,Pend Oreille,1345
Bart,Haggin,Bart Haggin,D,D,U. S. Representative District #5,NA,,county,Spokane,45100
Bart,Haggin,Bart Haggin,D,D,U. S. Representative District #5,NA,,county,Stevens,3623
Bart,Haggin,Bart Haggin,D,D,U. S. Representative District #5,NA,,county,Walla Walla,4086
Bart,Haggin,Bart Haggin,D,D,U. S. Representative District #5,NA,,county,Whitman,3362
Bart,Haggin,Bart Haggin,D,D,U. S. Representative District #5,NA,,state,Washington,65146
George R.,"Nethercutt, Jr.",George R. Nethercutt Jr.,R,R,U. S. Representative District #5,NA,,county,Adams,1542
George R.,"Nethercutt, Jr.",George R. Nethercutt Jr.,R,R,U. S. Representative District #5,NA,,county,Asotin,3643
George R.,"Nethercutt, Jr.",George R. Nethercutt Jr.,R,R,U. S. Representative District #5,NA,,county,Columbia,1381
George R.,"Nethercutt, Jr.",George R. Nethercutt Jr.,R,R,U. S. Representative District #5,NA,,county,Ferry,1802
George R.,"Nethercutt, Jr.",George R. Nethercutt Jr.,R,R,U. S. Representative District #5,NA,,county,Garfield,691
George R.,"Nethercutt, Jr.",George R. Nethercutt Jr.,R,R,U. S. Representative District #5,NA,,county,Lincoln,2900
George R.,"Nethercutt, Jr.",George R. Nethercutt Jr.,R,R,U. S. Representative District #5,NA,,county,Okanogan,7355
George R.,"Nethercutt, Jr.",George R. Nethercutt Jr.,R,R,U. S. Representative District #5,NA,,county,Pend Oreille,2914
George R.,"Nethercutt, Jr.",George R. Nethercutt Jr.,R,R,U. S. Representative District #5,NA,,county,Spokane,78016
George R.,"Nethercutt, Jr.",George R. Nethercutt Jr.,R,R,U. S. Representative District #5,NA,,county,Stevens,9586
George R.,"Nethercutt, Jr.",George R. Nethercutt Jr.,R,R,U. S. Representative District #5,NA,,county,Walla Walla,10084
George R.,"Nethercutt, Jr.",George R. Nethercutt Jr.,R,R,U. S. Representative District #5,NA,,county,Whitman,6843
George R.,"Nethercutt, Jr.",George R. Nethercutt Jr.,R,R,U. S. Representative District #5,NA,,state,Washington,126757
John,Bennett,John A. Bennett,L,L,U. S. Representative District #6,NA,,county,Clallam,1926
John,Bennett,John A. Bennett,L,L,U. S. Representative District #6,NA,,county,Grays Harbor,864
John,Bennett,John A. Bennett,L,L,U. S. Representative District #6,NA,,county,Jefferson,710
John,Bennett,John A. Bennett,L,L,U. S. Representative District #6,NA,,county,Kitsap,1363
John,Bennett,John A. Bennett,L,L,U. S. Representative District #6,NA,,county,Mason,966
John,Bennett,John A. Bennett,L,L,U. S. Representative District #6,NA,,county,Pierce,2915
John,Bennett,John A. Bennett,L,L,U. S. Representative District #6,NA,,state,Washington,8744
Norman,Dicks,Norm Dicks,D,D,U. S. Representative District #6,NA,,county,Clallam,13748
Norman,Dicks,Norm Dicks,D,D,U. S. Representative District #6,NA,,county,Grays Harbor,11683
Norman,Dicks,Norm Dicks,D,D,U. S. Representative District #6,NA,,county,Jefferson,8426
Norman,Dicks,Norm Dicks,D,D,U. S. Representative District #6,NA,,county,Kitsap,24845
Norman,Dicks,Norm Dicks,D,D,U. S. Representative District #6,NA,,county,Mason,10211
Norman,Dicks,Norm Dicks,D,D,U. S. Representative District #6,NA,,county,Pierce,57203
Norman,Dicks,Norm Dicks,D,D,U. S. Representative District #6,NA,,state,Washington,126116
Robert,Lawrence,Bob Lawrence,R,R,U. S. Representative District #6,NA,,county,Clallam,10582
Robert,Lawrence,Bob Lawrence,R,R,U. S. Representative District #6,NA,,county,Grays Harbor,4957
Robert,Lawrence,Bob Lawrence,R,R,U. S. Representative District #6,NA,,county,Jefferson,3909
Robert,Lawrence,Bob Lawrence,R,R,U. S. Representative District #6,NA,,county,Kitsap,10332
Robert,Lawrence,Bob Lawrence,R,R,U. S. Representative District #6,NA,,county,Mason,5429
Robert,Lawrence,Bob Lawrence,R,R,U. S. Representative District #6,NA,,county,Pierce,26375
Robert,Lawrence,Bob Lawrence,R,R,U. S. Representative District #6,NA,,state,Washington,61584
Carol,Cassady,Carol Thorne Cassady,R,R,U. S. Representative District #7,NA,,county,King,46256
Carol,Cassady,Carol Thorne Cassady,R,R,U. S. Representative District #7,NA,,state,Washington,46256
Stanley,Lippmann,Stan Lippmann,L,L,U. S. Representative District #7,NA,,county,King,8447
Stanley,Lippmann,Stan Lippmann,L,L,U. S. Representative District #7,NA,,state,Washington,8447
James,McDermott,Jim McDermott,D,D,U. S. Representative District #7,NA,,county,King,156300
James,McDermott,Jim McDermott,D,D,U. S. Representative District #7,NA,,state,Washington,156300
Heidi,Behrens-Benedict,Heidi Behrens-Benedict,D,D,U. S. Representative District #8,NA,,county,King,62876
Heidi,Behrens-Benedict,Heidi Behrens-Benedict,D,D,U. S. Representative District #8,NA,,county,Pierce,13055
Heidi,Behrens-Benedict,Heidi Behrens-Benedict,D,D,U. S. Representative District #8,NA,,state,Washington,75931
Jennifer,Dunn,Jennifer Dunn,R,R,U. S. Representative District #8,NA,,county,King,98565
Jennifer,Dunn,Jennifer Dunn,R,R,U. S. Representative District #8,NA,,county,Pierce,23068
Jennifer,Dunn,Jennifer Dunn,R,R,U. S. Representative District #8,NA,,state,Washington,121633
Mark,Taff,Mark A. Taff,L,L,U. S. Representative District #8,NA,,county,King,4377
Mark,Taff,Mark A. Taff,L,L,U. S. Representative District #8,NA,,county,Pierce,1394
Mark,Taff,Mark A. Taff,L,L,U. S. Representative District #8,NA,,state,Washington,5771
Sarah,Casada,Sarah Casada,R,R,U. S. Representative District #9,NA,,county,King,25773
Sarah,Casada,Sarah Casada,R,R,U. S. Representative District #9,NA,,county,Pierce,26978
Sarah,Casada,Sarah Casada,R,R,U. S. Representative District #9,NA,,county,Thurston,10395
Sarah,Casada,Sarah Casada,R,R,U. S. Representative District #9,NA,,state,Washington,63146
John,Mills,J. Mills,L,L,U. S. Representative District #9,NA,,county,King,2092
John,Mills,J. Mills,L,L,U. S. Representative District #9,NA,,county,Pierce,1728
John,Mills,J. Mills,L,L,U. S. Representative District #9,NA,,county,Thurston,939
John,Mills,J. Mills,L,L,U. S. Representative District #9,NA,,state,Washington,4759
Adam,Smith,Adam Smith,D,D,U. S. Representative District #9,NA,,county,King,45639
Adam,Smith,Adam Smith,D,D,U. S. Representative District #9,NA,,county,Pierce,33462
Adam,Smith,Adam Smith,D,D,U. S. Representative District #9,NA,,county,Thurston,16704
Adam,Smith,Adam Smith,D,D,U. S. Representative District #9,NA,,state,Washington,95805
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Adams,1025
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Asotin,2150
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Benton,11492
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Chelan,7127
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Clallam,9583
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Clark,37221
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Columbia,541
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Cowlitz,11339
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Douglas,2824
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Ferry,829
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Franklin,2710
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Garfield,309
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Grant,6119
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Grays Harbor,7817
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Island,9239
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Jefferson,5766
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,King,234680
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Kitsap,30108
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Kittitas,3368
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Klickitat,2228
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Lewis,7545
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Lincoln,1181
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Mason,5830
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Okanogan,3629
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Pacific,2981
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Pend Oreille,1774
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Pierce,79500
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,San Juan,3075
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Skagit,12741
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Skamania,1334
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Snohomish,73485
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Spokane,58036
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Stevens,4906
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Thurston,33378
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Wahkiakum,679
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Walla Walla,4600
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Whatcom,19868
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Whitman,4197
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Yakima,16870
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,state,Washington,722084
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Adams,1875
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Asotin,2551
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Benton,20937
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Chelan,9292
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Clallam,10909
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Clark,36134
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Columbia,877
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Cowlitz,11570
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Douglas,4690
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Ferry,1187
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Franklin,5907
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Garfield,422
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Grant,8826
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Grays Harbor,7925
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Island,9544
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Jefferson,4957
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,King,192961
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Kitsap,35222
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Kittitas,4430
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Klickitat,2698
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Lewis,11473
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Lincoln,1794
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Mason,6975
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Okanogan,4910
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Pacific,2782
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Pend Oreille,1900
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Pierce,76702
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,San Juan,2309
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Skagit,14719
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Skamania,1383
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Snohomish,75502
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Spokane,53917
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Stevens,5924
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Thurston,26233
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Wahkiakum,657
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Walla Walla,8300
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Whatcom,22466
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Whitman,4386
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Yakima,23461
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,state,Washington,718707
Charles,Johnson,Charles W. Johnson,NP,NP,State Supreme Court Justice,Position #4,,county,Adams,1661
Charles,Johnson,Charles W. Johnson,NP,NP,State Supreme Court Justice,Position #4,,county,Asotin,2344
Charles,Johnson,Charles W. Johnson,NP,NP,State Supreme Court Justice,Position #4,,county,Benton,19235
Charles,Johnson,Charles W. Johnson,NP,NP,State Supreme Court Justice,Position #4,,county,Chelan,8708
Charles,Johnson,Charles W. Johnson,NP,NP,State Supreme Court Justice,Position #4,,county,Clallam,10916
Charles,Johnson,Charles W. Johnson,NP,NP,State Supreme Court Justice,Position #4,,county,Clark,40845
Charles,Johnson,Charles W. Johnson,NP,NP,State Supreme Court Justice,Position #4,,county,Columbia,849
Charles,Johnson,Charles W. Johnson,NP,NP,State Supreme Court Justice,Position #4,,county,Cowlitz,12082
Charles,Johnson,Charles W. Johnson,NP,NP,State Supreme Court Justice,Position #4,,county,Douglas,4355
Charles,Johnson,Charles W. Johnson,NP,NP,State Supreme Court Justice,Position #4,,county,Ferry,1052
Charles,Johnson,Charles W. Johnson,NP,NP,State Supreme Court Justice,Position #4,,county,Franklin,5574
Charles,Johnson,Charles W. Johnson,NP,NP,State Supreme Court Justice,Position #4,,county,Garfield,409
Charles,Johnson,Charles W. Johnson,NP,NP,State Supreme Court Justice,Position #4,,county,Grant,7701
Charles,Johnson,Charles W. Johnson,NP,NP,State Supreme Court Justice,Position #4,,county,Grays Harbor,7843
Charles,Johnson,Charles W. Johnson,NP,NP,State Supreme Court Justice,Position #4,,county,Island,9541
Charles,Johnson,Charles W. Johnson,NP,NP,State Supreme Court Justice,Position #4,,county,Jefferson,5765
Charles,Johnson,Charles W. Johnson,NP,NP,State Supreme Court Justice,Position #4,,county,King,230697
Charles,Johnson,Charles W. Johnson,NP,NP,State Supreme Court Justice,Position #4,,county,Kitsap,32063
Charles,Johnson,Charles W. Johnson,NP,NP,State Supreme Court Justice,Position #4,,county,Kittitas,4205
Charles,Johnson,Charles W. Johnson,NP,NP,State Supreme Court Justice,Position #4,,county,Klickitat,2687
Charles,Johnson,Charles W. Johnson,NP,NP,State Supreme Court Justice,Position #4,,county,Lewis,10290
Charles,Johnson,Charles W. Johnson,NP,NP,State Supreme Court Justice,Position #4,,county,Lincoln,1608
Charles,Johnson,Charles W. Johnson,NP,NP,State Supreme Court Justice,Position #4,,county,Mason,6555
Charles,Johnson,Charles W. Johnson,NP,NP,State Supreme Court Justice,Position #4,,county,Okanogan,4754
Charles,Johnson,Charles W. Johnson,NP,NP,State Supreme Court Justice,Position #4,,county,Pacific,2887
Charles,Johnson,Charles W. Johnson,NP,NP,State Supreme Court Justice,Position #4,,county,Pend Oreille,1770
Charles,Johnson,Charles W. Johnson,NP,NP,State Supreme Court Justice,Position #4,,county,Pierce,76493
Charles,Johnson,Charles W. Johnson,NP,NP,State Supreme Court Justice,Position #4,,county,San Juan,2973
Charles,Johnson,Charles W. Johnson,NP,NP,State Supreme Court Justice,Position #4,,county,Skagit,14057
Charles,Johnson,Charles W. Johnson,NP,NP,State Supreme Court Justice,Position #4,,county,Skamania,1387
Charles,Johnson,Charles W. Johnson,NP,NP,State Supreme Court Justice,Position #4,,county,Snohomish,71152
Charles,Johnson,Charles W. Johnson,NP,NP,State Supreme Court Justice,Position #4,,county,Spokane,55819
Charles,Johnson,Charles W. Johnson,NP,NP,State Supreme Court Justice,Position #4,,county,Stevens,5318
Charles,Johnson,Charles W. Johnson,NP,NP,State Supreme Court Justice,Position #4,,county,Thurston,31251
Charles,Johnson,Charles W. Johnson,NP,NP,State Supreme Court Justice,Position #4,,county,Wahkiakum,654
Charles,Johnson,Charles W. Johnson,NP,NP,State Supreme Court Justice,Position #4,,county,Walla Walla,7533
