OfficeID	OfficeName	OfficePosition	OfficeKey	OfficeTypeID	DisplayOrder	MeasureText
57	Constitutional Amendment	Article II, Sec. 23	9996232	5	1	An Act providing for the amendment of Section 23 of Article II, of the Constitution of the State of Washington, relating to the compensation of members of the Legislature.
58	Superior Ct Judge Cowlitz	Position #1	7081	7		
59	Superior Ct Judge Cowlitz	Position #2	7082	7		
60	Superior Ct Judge Cowlitz	Position #3	7083	7		
61	Superior Ct Judge Cowlitz	Position #4	7084	7		
71	State Representative District #1	Position #1	8011	4		
72	State Representative District #1	Position #2	8012	4		
73	State Senator District #1		8010	4		
74	State Representative District #2	Position #1	8021	4		
75	State Representative District #2	Position #2	8022	4		
77	State Senator District #2		8020	4		
79	State Representative District #3	Position #1	8031	4		
80	State Representative District #3	Position #2	8032	4		
81	State Senator District #3		8030	4		
82	State Representative District #4	Position #1	8041	4		
83	State Representative District #4	Position #2	8042	4		
84	State Senator District #4		8040	4		
85	State Representative District #5	Position #1	8051	4		
86	State Representative District #5	Position #2	8052	4		
87	State Senator District #5		8050	4		
88	State Representative District #6	Position #1	8061	4		
89	State Representative District #6	Position #2	8062	4		
90	State Senator District #6		8060	4		
91	State Representative District #7	Position #1	8071	4		
92	State Representative District #7	Position #2	8072	4		
93	State Senator District #7		8070	4		
94	State Representative District #8	Position #1	8081	4		
95	State Representative District #8	Position #2	8082	4		
96	State Senator District #8		8080	4		
97	State Representative District #9	Position #1	8091	4		
98	State Representative District #9	Position #2	8092	4		
99	State Senator District #9		8090	4		
100	State Representative District #10	Position #1	8101	4		
101	State Representative District #10	Position #2	8102	4		
102	State Senator District #10		8100	4		
103	State Representative District #11	Position #1	8111	4		
104	State Representative District #11	Position #2	8112	4		
105	State Senator District #11		8110	4		
106	State Representative District #12	Position #1	8121	4		
107	State Representative District #12	Position #2	8122	4		
108	State Senator District #12		8120	4		
109	State Representative District #13	Position #1	8131	4		
110	State Representative District #13	Position #2	8132	4		
111	State Senator District #13		8130	4		
112	State Representative District #14	Position #1	8141	4		
113	State Representative District #14	Position #2	8142	4		
114	State Senator District #14		8140	4		
115	State Representative District #15	Position #1	8151	4		
116	State Representative District #15	Position #2	8152	4		
117	State Senator District #15		8150	4		
118	State Representative District #16	Position #1	8161	4		
119	State Representative District #16	Position #2	8162	4		
121	State Senator District #16		8160	4		
123	State Representative District #17	Position #1	8171	4		
124	State Representative District #17	Position #2	8172	4		
125	State Senator District #17		8170	4		
126	State Representative District #18	Position #1	8181	4		
127	State Representative District #18	Position #2	8182	4		
128	State Senator District #18		8180	4		
129	State Representative District #19	Position #1	8191	4		
130	State Representative District #19	Position #2	8192	4		
132	State Senator District #19		8190	4		
136	State Representative District #20	Position #1	8201	4		
137	State Representative District #20	Position #2	8202	4		
138	State Senator District #20		8200	4		
139	State Representative District #21	Position #2	8212	4		
140	State Representative District #21	Position #1	8211	4		
142	State Senator District #21		8210	4		
143	State Representative District #22	Position #1	8221	4		
144	State Representative District #22	Position #2	8222	4		
145	State Senator District #22		8220	4		
146	State Representative District #23	Position #1	8231	4		
147	State Representative District #23	Position #2	8232	4		
148	State Senator District #23		8230	4		
149	State Representative District #24	Position #1	8241	4		
150	State Representative District #24	Position #2	8242	4		
152	State Senator District #24		8240	4		
154	State Representative District #25	Position #1	8251	4		
155	State Representative District #25	Position #2	8252	4		
156	State Senator District #25		8250	4		
157	State Representative District #26	Position #1	8261	4		
158	State Representative District #26	Position #2	8262	4		
159	State Senator District #26		8260	4		
160	State Representative District #27	Position #1	8271	4		
161	State Representative District #27	Position #2	8272	4		
162	State Senator District #27		8270	4		
163	State Representative District #28	Position #1	8281	4		
164	State Representative District #28	Position #2	8282	4		
165	State Senator District #28		8280	4		
166	State Representative District #29	Position #1	8291	4		
167	State Representative District #29	Position #2	8292	4		
168	State Senator District #29		8290	4		
169	State Representative District #30	Position #1	8301	4		
170	State Representative District #30	Position #2	8302	4		
171	State Senator District #30		8300	4		
172	State Representative District #31	Position #1	8311	4		
173	State Representative District #31	Position #2	8312	4		
174	State Senator District #31		8310	4		
175	State Representative District #32	Position #1	8321	4		
176	State Representative District #32	Position #2	8322	4		
177	State Senator District #32		8320	4		
178	State Representative District #33	Position #1	8331	4		
179	State Representative District #33	Position #2	8332	4		
180	State Senator District #33		8330	4		
181	State Representative District #34	Position #1	8341	4		
182	State Representative District #34	Position #2	8342	4		
183	State Senator District #34		8340	4		
184	State Representative District #35	Position #1	8351	4		
185	State Representative District #35	Position #2	8352	4		
186	State Senator District #35		8350	4		
187	State Representative District #36	Position #1	8361	4		
188	State Representative District #36	Position #2	8362	4		
189	State Senator District #36		8360	4		
190	State Representative District #37	Position #1	8371	4		
191	State Representative District #37	Position #2	8372	4		
192	State Senator District #37		8370	4		
193	State Representative District #38	Position #2	8382	4		
194	State Representative District #38	Position #1	8381	4		
196	State Senator District #38		8380	4		
197	State Representative District #39	Position #1	8391	4		
198	State Representative District #39	Position #2	8392	4		
199	State Senator District #39		8390	4		
202	State Representative District #40	Position #1	8401	4		
203	State Representative District #40	Position #2	8402	4		
204	State Senator District #40		8400	4		
205	State Representative District #41	Position #1	8411	4		
206	State Representative District #41	Position #2	8412	4		
207	State Senator District #41		8410	4		
208	State Representative District #42	Position #1	8421	4		
209	State Representative District #42	Position #2	8422	4		
210	State Representative District #42	Position #3	8423	4		
211	State Senator District #42		8420	4		
212	State Representative District #43	Position #1	8431	4		
213	State Representative District #43	Position #2	8432	4		
214	State Senator District #43		8430	4		
215	State Representative District #44	Position #1	8441	4		
216	State Representative District #44	Position #2	8442	4		
217	State Senator District #44		8440	4		
218	State Representative District #45	Position #1	8451	4		
219	State Representative District #45	Position #2	8452	4		
220	State Senator District #45		8450	4		
221	State Representative District #46	Position #1	8461	4		
222	State Representative District #46	Position #2	8462	4		
223	State Senator District #46		8460	4		
224	State Representative District #47	Position #1	8471	4		
225	State Representative District #47	Position #2	8472	4		
226	State Senator District #47		8470	4		
227	State Representative District #48	Position #1	8481	4		
228	State Representative District #48	Position #2	8482	4		
229	State Senator District #48		8480	4		
230	State Representative District #49	Position #1	8491	4		
231	State Representative District #49	Position #2	8492	4		
232	State Senator District #49		8490	4		
233	State Representative District #50	Position #1	8501	4		
234	State Representative District #51	Position #1	8511	4		
235	State Representative District #52	Position #1	8521	4		
236	State Representative District #53	Position #1	8531	4		
237	State Representative District #54	Position #1	8541	4		
238	State Representative District #55	Position #1	8551	4		
239	State Representative District #56	Position #1	8561	4		
240	State Representative District #58	Position #1	8581	4		
241	State Representative District #59	Position #1	8591	4		
242	State Representative District #60	Position #1	8601	4		
1010	Superior Ct Judge Clallam, Jefferson	Position #1	99901	7		
1003	Superior Ct Judge Benton, Franklin	Position #2	6032	7		
1004	Superior Ct Judge Klickitat, Skamania	Position #1	6201	7		
1005	House Joint Resolution	12		5		Shall the constitution be amended to permit State industrial insurance (Worker's Compensation) Funds to be invested as authorized by law?
1006	House Joint Resolution	22		5		Shall conditions to voter approval of public school excess property tax levies, except the 60% yes vote requirement, be eliminated?
1007	U. S. Congressman-At-Large	NA		1	30	
1008	Superior Ct Judge Pend Oreille, Stevens	Position #1	9999	7		
1011	Superior Ct Judge Clallam, Jefferson	Position #2	99902	7		
1012	Superior Ct Judge Cowlitz, Klickitat	Position #1	99903	7		
1013	Superior Ct Judge Skamania	Position #2	99904	7		
1014	Initiative to the People	180	99996	5	1	An act to legalize the manufacture, transportation, possession, sale, use and serving of yellow oleomargarine.
1015	Initiative to the People	181	99997	5	2	An act prescribing the observance of standard time, except in an emergency during wartime or when another time has been adopted nationally.
1016	Initiative to the People	184	99998	5	3	An act revising the state public assistance laws and returning the public assistance medical program to the Department of Social Security.
1021	Initiative to the People	188	99992	5	1	RAISING STANDARDS FOR CHIROPRACTIC EXAMINATIONS  An act raising the educational requirements for a license to practice chiropractic; establishing a Board of Chiropractic Examiners; adding to the chiropractic examination the subjects of chemistry and pathology and transferring jurisdiction for examination of chiropractic applicants from the Basic Sciences Examining Committee to the Board of Chiropractic Examiners.
1022	Initiative to the People	192	99993	5	2	REGULATION OF COMMERCIAL SALMON FISHING   An act relating to salmon fishing for commercial purposes; defining districts wherein it is unlawful to fish commercially for salmon, except during prescribed seasons which the director may shorten; establishing preserves in which salmon fishing for commercial purposes is prohibited; prohibiting the construction, installation, use, operation or maintenance of certain specified gear or any fixed applicances for the purposes of catching salmon; authorizing seizures without warrants by certain officials; prescribing penalties; and repealing all laws in conflict herewith.
1023	Initiative to the People	193	99994	5	3	STATEWIDE DAYLIGHT SAVINGS TIME  An act providing that at two o'clock antemeridian Pacific Standard Time of the last Sunday in April each year the time of the State of Washington shall be advanced one hour, and at two o'clock antemeridian Pacific Standard Time of the last Sunday in September in each year the time of the State of Washington shall, by the retarding of one hour, be returned to Pacific Standard Time.
1024	House Joint Resolution	16	99994	5	5	ALIEN LAND OWNERSHIP; CORPORATION AMENDMENT.  Shall Article II, section 33 as amended by Amendment 24 of the Constitution of the State of Washington, be amended by redefining "alien", thereby permitting the legislature to determine the policy of the state respecting the ownership of land by corporations having alien shareholders?
1025	Superior Ct Judge Island, Skagit	Position #1	99991	7	1	
1026	Superior Ct Judge Island, Skagit	Position #2	99992	7	2	
1027	Initiative to the People	198	99992	5	1	AFFECTING EMPLOYER-EMPLOYEE RELATIONS   An act defining the terms "employer" and "labor organization" and declaring unlawful certain agreements and practices relating to membership in such an organization, payments to such an organization as a condition of employment, discrimination and coercion in connection with employment, and providing civil actions and criminal penalties for violations.
1028	Initiative to the People	199	99992	5	2	LEGISLATIVE REAPPORTIONMENT AND REDISTRICTING   An act relating to the state legislature and legislative districts; defining forty-nine senatorial and representative districts; creating three new legislative districts; providing for the number and apportionment of the members of the legislature; increasing the membership of the state senate by three members; substituting census tracts as established by the United States Bureau of the Census for precincts as the basic geographical units from which legislative districts are formed; combining such census tracts to form newly created districts and to change the boundaries and population of some existing districts; and repealing certain acts in conflict therewith.
1029	Senate Joint Resolution	3	99993	5	3	REGULATING PENSIONS OF PUBLIC OFFICERS   Shall Article II, Section 25, of the Constitution be amended to provide that pensions paid by the state or any political subdivision thereof, to a public official, may be increased during his term in office?
1030	Senate Joint Resolution	4	99994	5	4	INCREASING SIGNATURES: INITIATIVE AND REFERENDUM   Shall a new section be added to Article II of the Constitution which will supersede requirements specified in Section 1 thereof by providing that the valid signatures of eight per centum of the number of registered voters voting for Governor in the last election shall be necessary to certify an initiative and that four per centum shall be necessary to certify a referendum of an act of the Legislature?
1031	Senate Joint Resolution	6	99996	5	5	SUCCESSIVE TERMS FOR STATE TREASURER   Shall Article III, Section 25, of the Constitution be amended to remove the present restriction prohibiting the state treasurer from being elected for more than one successive term?
1032	Senate Joint Resolution	14	99996	5	6	FILLING VACANCIES IN STATE LEGISLATURE   Shall the 13th Amendment of the Constitution be amended to provide that vacancies in the Legislature shall be filled by the county commissioners from an approved list submitted by the county central committee of the political party of the preceding legislator; and in the event it be a joint district, from lists submitted by the state central committee for joint action by county commissioners involved; providing for failure to appoint within sixty days, the Governor shall fill vacancy from said list?
1033	House Joint Resolution	22	99997	5	7	IMMEDIATE POSSESSION UPON COURT DEPOSIT   Shall Article I, Section 16, of the Constitution as amended by Amendment 9, be further amended to permit the state, in an eminent domain proceeding, upon filing the action to take immediate possession of the property after payment into court before trial of such amount as provided by law?
1034	Initiative to the People	202	9999202	5	1	RESTRICTING LABOR AGREEMENTS   An act declaring void any agreement hereafter made or extended which requires membership in or payment to a labor organization as a condition of employment.
1035	Initiative to the Legislature	23	999923	5	2	CIVIL SERVICE FOR SHERIFF'S EMPLOYEES   An act providing civil service status for certain employees of the various county sheriffs; creating civil service commissions to administer the act; and setting forth their powers and duties; excepting certain employees therefrom; listing grounds for dismissal, censure or disciplining of employees within the act; forbidding sheriff's employees to engage in any political activity or to contribute to political funds; making county commissioners responsible for funds to administer the act; and providing penalties for violations thereof.
1036	Referendum Measure	30	999930	5	4	INHERITANCE TAX ON INSURANCE PROCEEDS   An act relating to revenue and taxation; providing that insurance payable upon the death of any person shall be taxable under the inheritance tax; providing that such tax shall be a lien upon the proceeds of the policy; amending section 115, chapter 180, Laws of 1935 as amended by section 5, chapter 202, Laws of 1939 and RCW 83.16.080; repealing section 1, chapter 134, Laws of 1931 as amended by section 2, chapter 184, Laws of 1945 and RCW 83.40.050.
1037	Substitute Senate Joint Resolution	9 Part I	999991	5	5	COMPENSATION OF ELECTED OFFICIALS   Shall the state constitution be amended to provide that the legislature may increase or decrease the compensation of all elected officials of the state and all elected officials of the counties and that any such change in compensation shall be effective immediately; subject to the people's power of referendum?
1038	Substitute Senate Joint Resolution	9 Part II	999992	5	6	STATE LEGISLATORS: COMPENSATION & ELIGIBILITY   Shall the state constitution be amended so as to allow a member of the legislature to be appointed or elected to a civil office created, or the emoluments of which have been increased, during the term for which he was elected?
1039	Senate Joint Resolution	10	999910	5	7	STATE BOUNDARIES: MODIFICATION BY COMPACT   Shall Article XXIV, Section 1 of the state constitution be amended to authorize the modification of the boundaries of the state of Washington by appropriate interstate compacts duly approved by the Congress of the United States?
1040	Substitute House Joint Resolution	4	99994	5	11	SCHOOL DISTRICTS: INCREASING LEVY PERIODS   Shall the state constitution be amended to permit school district electors to authorize excess tax levies at a specified maximum rate for up to two years for operation and/or up to six years for capital outlay, if the proposition or propositions therefor shall be approved by a three-fifths majority, and the number of electors voting thereon constitutes not less than forty percentum of the votes cast at the last preceding general election in such district?
1044	Senate Joint Resolution	1	99991	5	14	PROPERTY TAXATION - ONE PERCENT LIMITATION   Shall the state constitution be amended to replace the present forty mill limit upon those property taxes which are imposed without voter approval (in effect a limitation of two percent of the true and fair value of the taxable property) with a new provision under which the maximum allowable rate for such property taxes would be one percent of the true and fair value of the property?
1045	Senate Joint Resolution	5	99995	5	15	PERMITTING THE AUTHORIZATION OF LOTTERIES   Shall Article II, section 24 of the state constitution be amended to repeal the present total prohibition against any lottery of any sort to be conducted after there has been specific authorization by (1) an act of the legislature approved by sixty percent of the members of both houses or (2) an initiative or referendum approved by sixty percent of the electors voting thereon?
1053	Superior Ct Judge Clark	Position #8	9998	7		
1061	Referendum Bill	6	59999	5	2	An Act relating to taxation; limiting the aggregate annual rate of levy on real and personal property for state, county, city or town, school district and road district purposes to forty mills; limiting the levy for the state to two mills to be used exclusively for the support of the University of Washington, Washington State College and the State Colleges of Education; limiting the levy by counties, cities and towns, school districts and road districts to certain designated maximums; excepting port or power districts from the operation of the act; and providing that additional districts from the operation of the act; and providing that additional levies may be authorized as in the act provided.
1067	Constitutional Amendment	Article VII, Sec. 1-4	59999	5	1	An amendment of Article VII of the state constitution relating to revenue and taxation, by striking sections 1, 2, 3 and 4 and inserting in lieu thereof a single section reenacting certain provisions of the sections stricken and providing that property may be classified for the purpose of taxation.
1068	Constitutional Amendment	Article XXI, Sec. 1	59999	5	1	Proposed amendment to Article XXI, Section one (1), of the constitution, which reads: Sec. 1. The use of the waters of this state for irrigation, mining, manufacturing purposes, and for the removal of timber products, shall be deemed a public use.
1069	Constitutional Amendment	Article I, Sec. 16	59999	5	2	Proposed amendment to section 16 of Article 1 of the Constitution, relating to the exercise of the power of eminent domain.
1070	Constitutional Amendment	Article III, Sec. 10	59999	5	2	Proposed amendment to section 10 of Article III of the Constitution, relating to the succession to the office of Governor …
1071	Constitutional Amendment	Article I, Sec. 33-34	59999	5	2	Proposed amendment to article one (1) of the Constitution, by adding thereto at the end of said article one (1) two new sections to be numbered sections 33 and 34 of said article one (1) authorizing and providing for the recall and discharge of any elective public officer and election of his successor.
1072	Constitutional Amendment	Article I, Sec. 16	59999	5	3	An Act providing for the amendment of section 16, article 1 of the state constitution relating to eminent domain by declaring that the taking of private property by the state for land reclamation and settlement is a public use.
1073	Constitutional Amendment	Article I, Sec. 22	59999	5	7	An Act amending section 22 of article I of the State Constitution by providing that the trial of a person accused of a public offense committed on any railway car, coach, train, boat or other public conveyance may be had in any county through which such conveyance may pass.
1089	Senate Joint Resolution	5	59999	5	8	Shall the Constitution of the state of Washington be amended by adding a new article and section permitting the moneys of any public pension or retirement fund to be invested in such manner as may be authorized by law?
1090	Senate Joint Resolution	5	59999	5	4	A Proposal to amend Section 1, Article VII of the Constitution of the State of Washington relating to taxation by providing that nothing contained in said section shall be construed to prevent the enactment of a graduated net income tax law.
1113	Constitutional Amendment	Article VII, Sec. 2	59999	5	1	Proposed Amendment to Sec. 2, Art. 7 of Constitution relating to Taxation.
1114	Constitutional Amendment	Article VI	59999	5	2	Proposed Amendment to Art. 6 of Constitution conferring Elective Franchise on Women.
390	Court of Appeals Division I District #1	Position #1	5111	6	111	
391	Court of Appeals Division I District #1	Position #2	5112	6	112	
393	Court of Appeals Division I District #1	Position #3	5113	6	113	
394	Court of Appeals Division I District #1	Position #4	5114	6	114	
395	Court of Appeals Division I District #1	Position #5	5115	6	115	
396	Court of Appeals Division I District #1	Position #6	5116	6	116	
397	Court of Appeals Division I District #1	Position #7	5117	6	117	
401	Court of Appeals Division I District #2	Position #1	5121	6	121	
402	Court of Appeals Division I District #2	Position #2	5122	6	122	
404	Court of Appeals Division I District #3	Position #1	5131	6	123	
406	Court of Appeals Division II District #1	Position #1	5211	6	211	
407	Court of Appeals Division II District #1	Position #2	5212	6	212	
408	Court of Appeals Division II District #1	Position #3	5213	6	213	
412	Court of Appeals Division II District #2	Position #1	5221	6	221	
413	Court of Appeals Division II District #2	Position #2	5222	6	222	
415	Court of Appeals Division II District #3	Position #1	5231	6	231	
416	Court of Appeals Division III District #3	Position #1	5331	6	331	
417	Court of Appeals Division II District #3	Position #2	5232	6	232	
420	Court of Appeals Division III District #1	Position #1	5311	6	311	
421	Court of Appeals Division III District #1	Position #2	5312	6	312	
423	Court of Appeals Division III District #2	Position #1	5321	6	321	
426	Court of Appeals Division III District #3	Position #2	5332	6	332	
428	Superior Ct Judge Douglas	Position #1	7091	7		
431	Superior Ct Judge Douglas, Grant	Position #1	7131	7		
432	Superior Ct Judge Douglas, Grant	Position #2	7132	7		
433	Engrossed Senate Joint Resolution	8208	99958208	5		The Legislature has proposed a constitutional amendment on the use of temporary superior court judges (judges pro tempore). This amendment would allow superior courts to bring in elected Washington judges from other court levels to hear cases on a temporary basis, subject to certain restrictions, as implemented by supreme court rules.  Should this constitutional amendment be Approved or Rejected?
434	Superior Ct Judge Ferry, Pend Oreille, Stevens	Position #1	6101	7		
435	Superior Ct Judge Ferry, Okanogan	Position #1	7241	7		
437	Superior Ct Judge Ferry, Pend Oreille, Stevens	Position #2	6102	7		
440	Governor	NA	3001	2	1	
444	Superior Ct Judge Grant	Position #3	7133	7		
448	Superior Ct Judge Grays Harbor	Position #1	7141	7		
449	Superior Ct Judge Grays Harbor	Position #2	7142	7		
450	Superior Ct Judge Grays Harbor	Position #3	7143	7		
454	House Joint Resolution	19	9994	5		Shall Washington's constitution be amended to permit government assistance for students of all educational institutions - limited by the federal constitution?
455	House Joint Resolution	1	99941	5	4	Proposed amendement to Article VII of Constitution, adding section limiting aggregate annual levy of taxes on real and personal property to forty mills; exempting port and public utility districts; defining taxing districts; authorizing exceeding of limitation in certain cases by vote of electors; authorizing refunding of certain bonds by certain taxing districts outside of limitation by vote of governing body; subjecting amendment to Article VIII, Section 6, of Constitution; and making other exceptions.
456	House Joint Resolution	10	99955	5	8	Shall Section 6, Article VIII of the Constitution be amended to permit school districts to become indebted when authorized by popular vote up to an additional 5% of assessed valuation for capital outlays?
457	House Joint Resolution	10	999410	5		A Proposal authorizing the state of Washington to engage in the production and wholesale distribution, only, of electric energy; to assist the development of hydro-electric generating plants; to incur indebtedness by the issuance of bonds; providing for a commission and power districts, but not denying to any municipality, power district or political subdivision of the state the right to control its own utilities nor preventing the state from furnishing electric energy to its institutions and departments.
458	House Joint Resolution	12	999412	5		A resolution amending section 1 of Article VII of the constitution by providing that all taxes shall be uniform upon the same class of subjects within the territorial limits of the authority levying the tax and shall be levied and collected for public purposes only; providing that there shall be such exemptions from taxation as the legislature may by general law provide; and providing that nothing contained in this section shall be construed to prevent the enactment of a graduated net income tax law.
460	Substitute House Joint Resolution	13	99943	5	7	Shall Article IV, section 6 of the Constitution be amended to permit superior courts to have original jurisdiction in all eases where the controversy amounts to one thousand dollars or a lesser sum in excess of the jurisdiction granted inferior courts; and shall Article IV, section 10 of the Constitution be amended to permit justices of the peace to have original jurisdiction where the controversy amounts to less than three hundred dollars or such greater sum not to exceed one thousand dollars?
461	House Joint Resolution	13	999413	5	4	An Amendment of section 15, Article II of the state constitution relating to vacancies in the legislature, by providing that such vacancies shall be filled by appointment by boards of county commissioners, and prescribing the tenure of office of persons so appointed.
462	House Joint Resolution	14	999414	5		A resolution amending section 12 of Article XI of the constitution by providing that the legislature shall have no power to impose taxes upon counties, cities, towns or other municipal corporations, or upon the inhabitants or property thereof, for county, city, town or other municipal purposes, but by general law may limit such taxes and may supervise and control the valuing of property for local taxation and the administration of laws relating to such taxation, and may apportion state funds among counties, cities, towns and other municipal corporations.
465	House Joint Resolution	19	999419	5		Shall Article VI, Section 1 of the State Constitution relating to qualifications of voters be amended to reduce the periods of state and county residence required for voting at all elections; eliminate disqualification from voting by Indians not taxed, and allow citizens intending to make this state their permanent residence to vote for presidential electors or President and Vice-President of the United States, after sixty days' residence?
466	House Joint Resolution	21	999421	5	18	ALLOWING COMBINED COUNTY-CITY GOVERNMENTS   Shall the state constitution be amended to permit the people in any country by majority vote to create a combined "city-county" government through the adoption of a home rule charter under which other municipal corporations having such powers and duties as are prescribed in the charter could also be retained or established, if desired, and to set separate constitutional debt limitations for the "city-county" as thus created and for any new or retained municipal corporations?
468	House Joint Resolution	22	999422	5	5	May the legislature authorize urban development or redevelopment financing from property taxes attributable to increased valuations resulting from such projects?
469	House Joint Resolution	23	999423	5		Shall counties and cities be permitted to finance public improvements through tax revenues resulting from increased values of benefited properties?
470	House Joint Resolution	37	999437	5	6	Shall a graduated net income tax be authorized, excess levies for school operations be prohibited, and some excise taxes limited?
471	House Joint Resolution	39	999439	5	14	Shall Article VIII, section 3 of state constitution, requiring the publication, in a newpaper in each county for three months prior to the election, of the text of any law to be voted upon by the people authorizing state debts, be amended so as to require only that notice of the law be published at least four times during the four weeks preceding the election in every legal newspaper in the state?
473	House Joint Resolution	4	99944	5	5	Proposed amendment to Article II of the Constitution, by adding a new section to be known as Section 40, limiting exclusively to highway purposes the use of motor vehicle license fees, excise taxes on motor fuels and other revenue intended for highway purposes only; providing for their payment into a special fund of the State Treasury; defining highway purposes; and excepting from its provisions certain other designated fees and taxes.
474	House Joint Resolution	4	99945	5	7	Proposed Amendment to the Constitution repealing Section 7, Article XI, which existing section renders any county officer ineligible to hold his office more than two terms in succession.
475	House Joint Resolution	40	999440	5	7	Shall the validation formula approved in 1972 for excess levy elections also be applied to bonds payable from such levies?
476	House Joint Resolution	42	999442	5		Shall the state constitution be amended to reduce the maximum allowable rate of taxation against property to 1 percent of true and fair value in the absence of authorized excess levies, and to permit the legislature to tax income at a single rate without regard to this limitation or, after 1975, at a graduated rate if the voters in that year or thereafter approve the removal of the single rate limitation?
477	House Joint Resolution	42	999443	5		Shall agricultural commodity commissions, funded by agricultural producer assessments, be permitted to engage in promotional hosting to develop agricultural trade?
478	House Joint Resolution	4200	99944200	5		Shall counties and public hospital districts be permitted to employ chaplains for their hospitals, health care facilities, and hospices?
479	House Joint Resolution	4201	99944201	5		Shall the constitutional provision which gives jurisdiction in cases in equity to superior courts be amended to include district courts?
480	House Joint Resolution	4202	99944202	5		The Legislature has proposed a constitutional amendment on the investment of state funds. This amendment would grant increased discretion to the Legislature in deciding how to invest state funds. Funds under the authority of the state investment board could be invested as determined by state statute.  Should this constitutional amendment be Approved or Rejected?
481	House Joint Resolution	4203	99944203	5	2	Shall constitutional provisions governing the creation of new counties be amended to alter requirements for county formation, annexation, and consolidation?
482	House Joint Resolution	4206	44206	5		The legislature has proposed a constitutional amendment on filling vacancies in legislative and partisan county elective offices.This amendment would permit newly-elected officers to take office early if the office falls vacant after the general election and the newly-elected officer is of the same political party as the former officer.
483	House Joint Resolution	4208	99944208	5		Shall the Constitution be amended to permit voter-approved school district levies to run for an optional
four-year period, rather than the current two-year maximum?
