county,precinct,office,district,party,candidate,votes,absentee,poll
Chelan,12,President,,SW,James Harris,0,0,
Chelan,13,President,,SW,James Harris,0,0,
Chelan,14,President,,SW,James Harris,0,0,
Chelan,15,President,,SW,James Harris,0,0,
Chelan,16,President,,SW,James Harris,0,0,
Chelan,17,President,,SW,James Harris,0,0,
Chelan,18,President,,SW,James Harris,0,0,
Chelan,19,President,,SW,James Harris,0,0,
Chelan,20,President,,SW,James Harris,0,0,
Chelan,21,President,,SW,James Harris,0,0,
Chelan,22,President,,SW,James Harris,0,0,
Chelan,23,President,,SW,James Harris,0,0,
Chelan,24,President,,SW,James Harris,0,0,
Chelan,25,President,,SW,James Harris,0,0,
Chelan,27,President,,SW,James Harris,0,0,
Chelan,28,President,,SW,James Harris,0,0,
Chelan,29 ENT,President,,SW,James Harris,0,0,
Chelan,30,President,,SW,James Harris,0,0,
Chelan,31,President,,SW,James Harris,0,0,
Chelan,32,President,,SW,James Harris,0,0,
Chelan,33,President,,SW,James Harris,0,0,
Chelan,34,President,,SW,James Harris,0,0,
Chelan,35,President,,SW,James Harris,0,0,
Chelan,36,President,,SW,James Harris,0,0,
Chelan,37,President,,SW,James Harris,0,0,
Chelan,38,President,,SW,James Harris,0,0,
Chelan,39,President,,SW,James Harris,0,0,
Chelan,40,President,,SW,James Harris,0,0,
Chelan,41,President,,SW,James Harris,0,0,
Chelan,42,President,,SW,James Harris,0,0,
Chelan,43 CHE,President,,SW,James Harris,0,0,
Chelan,44 CHE,President,,SW,James Harris,0,0,
Chelan,45 CHE,President,,SW,James Harris,0,0,
Chelan,46,President,,SW,James Harris,0,0,
Chelan,47,President,,SW,James Harris,0,0,
Chelan,48 CAS,President,,SW,James Harris,0,0,
Chelan,49 CAS,President,,SW,James Harris,0,0,
Chelan,50 CAS,President,,SW,James Harris,0,0,
Chelan,51 WEN,President,,SW,James Harris,0,0,
Chelan,52 WEN,President,,SW,James Harris,0,0,
Chelan,53 WEN,President,,SW,James Harris,0,0,
Chelan,54 WEN,President,,SW,James Harris,0,0,
Chelan,55 WEN,President,,SW,James Harris,0,0,
Chelan,56 WEN,President,,SW,James Harris,0,0,
Chelan,57 WEN,President,,SW,James Harris,0,0,
Chelan,58 WEN,President,,SW,James Harris,0,0,
Chelan,59 WEN,President,,SW,James Harris,0,0,
Chelan,60 WEN,President,,SW,James Harris,0,0,
Chelan,61 WEN,President,,SW,James Harris,0,0,
Chelan,62 WEN,President,,SW,James Harris,0,0,
Chelan,63 WEN,President,,SW,James Harris,0,0,
Chelan,64 WEN,President,,SW,James Harris,0,0,
Chelan,65 WEN,President,,SW,James Harris,0,0,
Chelan,66 WEN,President,,SW,James Harris,0,0,
Chelan,67 WEN,President,,SW,James Harris,0,0,
Chelan,68 LEV,President,,SW,James Harris,0,0,
Chelan,69 LEV,President,,SW,James Harris,0,0,
Chelan,70,President,,SW,James Harris,0,0,
Chelan,71,President,,SW,James Harris,0,0,
Chelan,72,President,,SW,James Harris,0,0,
Chelan,73,President,,SW,James Harris,0,0,
Chelan,74,President,,SW,James Harris,0,0,
Chelan,75,President,,SW,James Harris,0,0,
Chelan,76,President,,SW,James Harris,0,0,
Chelan,77,President,,SW,James Harris,0,0,
Chelan,78,President,,SW,James Harris,1,1,
Chelan,79,President,,SW,James Harris,0,0,
Chelan,80,President,,SW,James Harris,0,0,
Chelan,,President,,SW,James Harris,1,1,0
Chelan,1,President,,C,Michael Peroutka,0,0,0
Chelan,2,President,,C,Michael Peroutka,0,0,0
Chelan,3,President,,C,Michael Peroutka,0,0,0
Chelan,4,President,,C,Michael Peroutka,1,1,0
Chelan,5,President,,C,Michael Peroutka,0,0,0
Chelan,6,President,,C,Michael Peroutka,0,0,0
Chelan,7,President,,C,Michael Peroutka,0,0,0
Chelan,8,President,,C,Michael Peroutka,0,0,0
Chelan,9,President,,C,Michael Peroutka,0,0,0
Chelan,10,President,,C,Michael Peroutka,0,0,0
Chelan,11,President,,C,Michael Peroutka,0,0,0
Chelan,12,President,,C,Michael Peroutka,0,0,0
Chelan,13,President,,C,Michael Peroutka,0,0,0
Chelan,14,President,,C,Michael Peroutka,0,0,0
Chelan,15,President,,C,Michael Peroutka,2,2,0
Chelan,16,President,,C,Michael Peroutka,0,0,0
Chelan,17,President,,C,Michael Peroutka,0,0,0
Chelan,18,President,,C,Michael Peroutka,0,0,0
Chelan,19,President,,C,Michael Peroutka,0,0,0
Chelan,20,President,,C,Michael Peroutka,0,0,0
Chelan,21,President,,C,Michael Peroutka,0,0,0
Chelan,22,President,,C,Michael Peroutka,0,0,0
Chelan,23,President,,C,Michael Peroutka,0,0,0
Chelan,24,President,,C,Michael Peroutka,0,0,0
Chelan,25,President,,C,Michael Peroutka,0,0,0
Chelan,27,President,,C,Michael Peroutka,0,0,0
Chelan,28,President,,C,Michael Peroutka,2,0,2
Chelan,29 ENT,President,,C,Michael Peroutka,1,1,0
Chelan,30,President,,C,Michael Peroutka,0,0,0
Chelan,31,President,,C,Michael Peroutka,0,0,0
Chelan,32,President,,C,Michael Peroutka,0,0,0
Chelan,33,President,,C,Michael Peroutka,0,0,0
Chelan,34,President,,C,Michael Peroutka,0,0,0
Chelan,35,President,,C,Michael Peroutka,0,0,0
Chelan,36,President,,C,Michael Peroutka,1,0,1
Chelan,37,President,,C,Michael Peroutka,0,0,0
Chelan,38,President,,C,Michael Peroutka,1,1,0
Chelan,39,President,,C,Michael Peroutka,0,0,0
Chelan,40,President,,C,Michael Peroutka,1,1,0
Chelan,41,President,,C,Michael Peroutka,0,0,0
Chelan,42,President,,C,Michael Peroutka,1,1,0
Chelan,43 CHE,President,,C,Michael Peroutka,3,3,0
Chelan,44 CHE,President,,C,Michael Peroutka,0,0,0
Chelan,45 CHE,President,,C,Michael Peroutka,2,2,0
Chelan,46,President,,C,Michael Peroutka,2,2,0
Chelan,47,President,,C,Michael Peroutka,4,4,0
Chelan,48 CAS,President,,C,Michael Peroutka,0,0,0
Chelan,49 CAS,President,,C,Michael Peroutka,0,0,0
Chelan,50 CAS,President,,C,Michael Peroutka,2,2,0
Chelan,51 WEN,President,,C,Michael Peroutka,1,1,0
Chelan,52 WEN,President,,C,Michael Peroutka,2,2,0
Chelan,53 WEN,President,,C,Michael Peroutka,0,0,0
Chelan,54 WEN,President,,C,Michael Peroutka,3,3,0
Chelan,55 WEN,President,,C,Michael Peroutka,0,0,0
Chelan,56 WEN,President,,C,Michael Peroutka,0,0,0
Chelan,57 WEN,President,,C,Michael Peroutka,6,5,1
Chelan,58 WEN,President,,C,Michael Peroutka,2,2,0
Chelan,59 WEN,President,,C,Michael Peroutka,0,0,0
Chelan,60 WEN,President,,C,Michael Peroutka,0,0,0
Chelan,61 WEN,President,,C,Michael Peroutka,2,2,0
Chelan,62 WEN,President,,C,Michael Peroutka,0,0,0
Chelan,63 WEN,President,,C,Michael Peroutka,0,0,0
Chelan,64 WEN,President,,C,Michael Peroutka,0,0,0
Chelan,65 WEN,President,,C,Michael Peroutka,1,1,0
Chelan,66 WEN,President,,C,Michael Peroutka,2,2,0
Chelan,67 WEN,President,,C,Michael Peroutka,1,1,0
Chelan,68 LEV,President,,C,Michael Peroutka,0,0,0
Chelan,69 LEV,President,,C,Michael Peroutka,1,1,0
Chelan,70,President,,C,Michael Peroutka,0,0,0
Chelan,71,President,,C,Michael Peroutka,1,1,0
Chelan,72,President,,C,Michael Peroutka,2,2,0
Chelan,73,President,,C,Michael Peroutka,0,0,0
Chelan,74,President,,C,Michael Peroutka,0,0,0
Chelan,75,President,,C,Michael Peroutka,0,0,0
Chelan,76,President,,C,Michael Peroutka,1,1,0
Chelan,77,President,,C,Michael Peroutka,1,1,0
Chelan,78,President,,C,Michael Peroutka,0,0,0
Chelan,79,President,,C,Michael Peroutka,1,1,0
Chelan,80,President,,C,Michael Peroutka,0,0,0
Chelan,,President,,C,Michael Peroutka,50,46,4
Chelan,1,President,,SE,Bill Van Auken,0,0,0
Chelan,2,President,,SE,Bill Van Auken,0,0,0
Chelan,3,President,,SE,Bill Van Auken,0,0,0
Chelan,4,President,,SE,Bill Van Auken,0,0,0
Chelan,5,President,,SE,Bill Van Auken,0,0,0
Chelan,6,President,,SE,Bill Van Auken,0,0,0
Chelan,7,President,,SE,Bill Van Auken,0,0,0
Chelan,8,President,,SE,Bill Van Auken,0,0,0
Chelan,9,President,,SE,Bill Van Auken,0,0,0
Chelan,10,President,,SE,Bill Van Auken,0,0,0
Chelan,11,President,,SE,Bill Van Auken,0,0,0
Chelan,12,President,,SE,Bill Van Auken,0,0,0
Chelan,13,President,,SE,Bill Van Auken,0,0,0
Chelan,14,President,,SE,Bill Van Auken,0,0,0
Chelan,15,President,,SE,Bill Van Auken,0,0,0
Chelan,16,President,,SE,Bill Van Auken,0,0,0
Chelan,17,President,,SE,Bill Van Auken,0,0,0
Chelan,18,President,,SE,Bill Van Auken,0,0,0
Chelan,19,President,,SE,Bill Van Auken,0,0,0
Chelan,20,President,,SE,Bill Van Auken,0,0,0
Chelan,21,President,,SE,Bill Van Auken,0,0,0
Chelan,22,President,,SE,Bill Van Auken,0,0,0
Chelan,23,President,,SE,Bill Van Auken,0,0,0
Chelan,24,President,,SE,Bill Van Auken,0,0,0
Chelan,25,President,,SE,Bill Van Auken,0,0,0
Chelan,27,President,,SE,Bill Van Auken,0,0,0
Chelan,28,President,,SE,Bill Van Auken,0,0,0
Chelan,29 ENT,President,,SE,Bill Van Auken,0,0,0
Chelan,30,President,,SE,Bill Van Auken,0,0,0
Chelan,31,President,,SE,Bill Van Auken,0,0,0
Chelan,32,President,,SE,Bill Van Auken,0,0,0
Chelan,33,President,,SE,Bill Van Auken,0,0,0
Chelan,34,President,,SE,Bill Van Auken,0,0,0
Chelan,35,President,,SE,Bill Van Auken,0,0,0
Chelan,36,President,,SE,Bill Van Auken,0,0,0
Chelan,37,President,,SE,Bill Van Auken,0,0,0
Chelan,38,President,,SE,Bill Van Auken,0,0,0
Chelan,39,President,,SE,Bill Van Auken,0,0,0
Chelan,40,President,,SE,Bill Van Auken,0,0,0
Chelan,41,President,,SE,Bill Van Auken,0,0,0
Chelan,42,President,,SE,Bill Van Auken,0,0,0
Chelan,43 CHE,President,,SE,Bill Van Auken,0,0,0
Chelan,44 CHE,President,,SE,Bill Van Auken,0,0,0
Chelan,45 CHE,President,,SE,Bill Van Auken,0,0,0
Chelan,46,President,,SE,Bill Van Auken,0,0,0
Chelan,47,President,,SE,Bill Van Auken,0,0,0
Chelan,48 CAS,President,,SE,Bill Van Auken,0,0,0
Chelan,49 CAS,President,,SE,Bill Van Auken,0,0,0
Chelan,50 CAS,President,,SE,Bill Van Auken,0,0,0
Chelan,51 WEN,President,,SE,Bill Van Auken,0,0,0
Chelan,52 WEN,President,,SE,Bill Van Auken,0,0,0
Chelan,53 WEN,President,,SE,Bill Van Auken,0,0,0
Chelan,54 WEN,President,,SE,Bill Van Auken,0,0,0
Chelan,55 WEN,President,,SE,Bill Van Auken,0,0,0
Chelan,56 WEN,President,,SE,Bill Van Auken,0,0,0
Chelan,57 WEN,President,,SE,Bill Van Auken,0,0,0
Chelan,58 WEN,President,,SE,Bill Van Auken,0,0,0
Chelan,59 WEN,President,,SE,Bill Van Auken,0,0,0
Chelan,60 WEN,President,,SE,Bill Van Auken,1,0,1
Chelan,61 WEN,President,,SE,Bill Van Auken,1,1,0
Chelan,62 WEN,President,,SE,Bill Van Auken,0,0,0
Chelan,63 WEN,President,,SE,Bill Van Auken,0,0,0
Chelan,64 WEN,President,,SE,Bill Van Auken,0,0,0
Chelan,65 WEN,President,,SE,Bill Van Auken,0,0,0
Chelan,66 WEN,President,,SE,Bill Van Auken,0,0,0
Chelan,67 WEN,President,,SE,Bill Van Auken,0,0,0
Chelan,68 LEV,President,,SE,Bill Van Auken,0,0,0
Chelan,69 LEV,President,,SE,Bill Van Auken,0,0,0
Chelan,70,President,,SE,Bill Van Auken,0,0,0
Chelan,71,President,,SE,Bill Van Auken,0,0,0
Chelan,72,President,,SE,Bill Van Auken,0,0,0
Chelan,73,President,,SE,Bill Van Auken,0,0,0
Chelan,74,President,,SE,Bill Van Auken,0,0,0
Chelan,75,President,,SE,Bill Van Auken,0,0,0
Chelan,76,President,,SE,Bill Van Auken,0,0,0
Chelan,77,President,,SE,Bill Van Auken,0,0,0
Chelan,78,President,,SE,Bill Van Auken,0,0,0
Chelan,79,President,,SE,Bill Van Auken,0,0,0
Chelan,80,President,,SE,Bill Van Auken,0,0,0
Chelan,,President,,SE,Bill Van Auken,2,1,1
Chelan,1,President,,I,Ralph Nader,0,0,0
Chelan,2,President,,I,Ralph Nader,1,1,0
Chelan,3,President,,I,Ralph Nader,0,0,0
Chelan,4,President,,I,Ralph Nader,5,4,1
Chelan,5,President,,I,Ralph Nader,1,1,0
Chelan,6,President,,I,Ralph Nader,2,1,1
Chelan,7,President,,I,Ralph Nader,0,0,0
Chelan,8,President,,I,Ralph Nader,2,0,2
Chelan,9,President,,I,Ralph Nader,0,0,0
Chelan,10,President,,I,Ralph Nader,2,1,1
Chelan,11,President,,I,Ralph Nader,1,1,0
Chelan,12,President,,I,Ralph Nader,0,0,0
Chelan,13,President,,I,Ralph Nader,0,0,0
Chelan,14,President,,I,Ralph Nader,2,1,1
Chelan,15,President,,I,Ralph Nader,2,2,0
Chelan,16,President,,I,Ralph Nader,2,2,0
Chelan,17,President,,I,Ralph Nader,1,1,0
Chelan,18,President,,I,Ralph Nader,1,0,1
Chelan,19,President,,I,Ralph Nader,3,3,0
Chelan,20,President,,I,Ralph Nader,1,0,1
Chelan,21,President,,I,Ralph Nader,0,0,0
Chelan,22,President,,I,Ralph Nader,1,0,1
Chelan,23,President,,I,Ralph Nader,1,1,0
Chelan,24,President,,I,Ralph Nader,1,1,0
Chelan,25,President,,I,Ralph Nader,1,1,0
Chelan,27,President,,I,Ralph Nader,3,2,1
Chelan,28,President,,I,Ralph Nader,6,5,1
Chelan,29 ENT,President,,I,Ralph Nader,3,3,0
Chelan,30,President,,I,Ralph Nader,1,1,0
Chelan,31,President,,I,Ralph Nader,2,2,0
Chelan,32,President,,I,Ralph Nader,2,1,1
Chelan,33,President,,I,Ralph Nader,2,2,0
Chelan,34,President,,I,Ralph Nader,3,3,0
Chelan,35,President,,I,Ralph Nader,0,0,0
Chelan,36,President,,I,Ralph Nader,5,3,2
Chelan,37,President,,I,Ralph Nader,0,0,0
Chelan,38,President,,I,Ralph Nader,0,0,0
Chelan,39,President,,I,Ralph Nader,1,1,0
Chelan,40,President,,I,Ralph Nader,0,0,0
Chelan,41,President,,I,Ralph Nader,4,4,0
Chelan,42,President,,I,Ralph Nader,0,0,0
Chelan,43 CHE,President,,I,Ralph Nader,5,5,0
Chelan,44 CHE,President,,I,Ralph Nader,2,2,0
Chelan,45 CHE,President,,I,Ralph Nader,10,8,2
Chelan,46,President,,I,Ralph Nader,7,6,1
Chelan,47,President,,I,Ralph Nader,8,8,0
Chelan,48 CAS,President,,I,Ralph Nader,6,6,0
Chelan,49 CAS,President,,I,Ralph Nader,4,3,1
Chelan,50 CAS,President,,I,Ralph Nader,4,3,1
Chelan,51 WEN,President,,I,Ralph Nader,5,5,0
Chelan,52 WEN,President,,I,Ralph Nader,1,1,0
Chelan,53 WEN,President,,I,Ralph Nader,2,2,0
Chelan,54 WEN,President,,I,Ralph Nader,6,6,0
Chelan,55 WEN,President,,I,Ralph Nader,2,1,1
Chelan,56 WEN,President,,I,Ralph Nader,5,4,1
Chelan,57 WEN,President,,I,Ralph Nader,7,5,2
Chelan,58 WEN,President,,I,Ralph Nader,4,2,2
Chelan,59 WEN,President,,I,Ralph Nader,3,3,0
Chelan,60 WEN,President,,I,Ralph Nader,16,12,4
Chelan,61 WEN,President,,I,Ralph Nader,6,6,0
Chelan,62 WEN,President,,I,Ralph Nader,8,7,1
Chelan,63 WEN,President,,I,Ralph Nader,2,2,0
Chelan,64 WEN,President,,I,Ralph Nader,4,4,0
Chelan,65 WEN,President,,I,Ralph Nader,8,6,2
Chelan,66 WEN,President,,I,Ralph Nader,5,4,1
Chelan,67 WEN,President,,I,Ralph Nader,4,3,1
Chelan,68 LEV,President,,I,Ralph Nader,4,2,2
Chelan,69 LEV,President,,I,Ralph Nader,6,5,1
Chelan,70,President,,I,Ralph Nader,5,5,0
Chelan,71,President,,I,Ralph Nader,4,4,0
Chelan,72,President,,I,Ralph Nader,4,2,2
Chelan,73,President,,I,Ralph Nader,7,6,1
Chelan,74,President,,I,Ralph Nader,5,4,1
Chelan,75,President,,I,Ralph Nader,4,4,0
Chelan,76,President,,I,Ralph Nader,5,5,0
Chelan,77,President,,I,Ralph Nader,6,6,0
Chelan,78,President,,I,Ralph Nader,0,0,0
Chelan,79,President,,I,Ralph Nader,2,2,0
Chelan,80,President,,I,Ralph Nader,2,2,0
Chelan,,President,,I,Ralph Nader,250,209,41
Chelan,1,President,,,Write-ins,0,0,0
Chelan,2,President,,,Write-ins,0,0,0
Chelan,3,President,,,Write-ins,0,0,0
Chelan,4,President,,,Write-ins,1,1,0
Chelan,5,President,,,Write-ins,0,0,0
Chelan,6,President,,,Write-ins,0,0,0
Chelan,7,President,,,Write-ins,0,0,0
Chelan,8,President,,,Write-ins,0,0,0
Chelan,9,President,,,Write-ins,0,0,0
Chelan,10,President,,,Write-ins,0,0,0
Chelan,11,President,,,Write-ins,0,0,0
Chelan,12,President,,,Write-ins,0,0,0
Chelan,13,President,,,Write-ins,0,0,0
Chelan,14,President,,,Write-ins,0,0,0
Chelan,15,President,,,Write-ins,1,1,0
Chelan,16,President,,,Write-ins,1,1,0
Chelan,17,President,,,Write-ins,0,0,0
Chelan,18,President,,,Write-ins,0,0,0
Chelan,19,President,,,Write-ins,0,0,0
Chelan,20,President,,,Write-ins,0,0,0
Chelan,21,President,,,Write-ins,0,0,0
Chelan,22,President,,,Write-ins,0,0,0
Chelan,23,President,,,Write-ins,0,0,0
Chelan,24,President,,,Write-ins,1,1,0
Chelan,25,President,,,Write-ins,0,0,0
Chelan,27,President,,,Write-ins,0,0,0
Chelan,28,President,,,Write-ins,1,1,0
Chelan,29 ENT,President,,,Write-ins,0,0,0
Chelan,30,President,,,Write-ins,0,0,0
Chelan,31,President,,,Write-ins,0,0,0
Chelan,32,President,,,Write-ins,0,0,0
Chelan,33,President,,,Write-ins,0,0,0
Chelan,34,President,,,Write-ins,0,0,0
Chelan,35,President,,,Write-ins,0,0,0
Chelan,36,President,,,Write-ins,1,1,0
Chelan,37,President,,,Write-ins,0,0,0
Chelan,38,President,,,Write-ins,0,0,0
Chelan,39,President,,,Write-ins,0,0,0
Chelan,40,President,,,Write-ins,0,0,0
Chelan,41,President,,,Write-ins,0,0,0
Chelan,42,President,,,Write-ins,0,0,0
Chelan,43 CHE,President,,,Write-ins,1,1,0
Chelan,44 CHE,President,,,Write-ins,0,0,0
Chelan,45 CHE,President,,,Write-ins,1,1,0
Chelan,46,President,,,Write-ins,2,2,0
Chelan,47,President,,,Write-ins,1,1,
Chelan,48 CAS,President,,,Write-ins,1,1,0
Chelan,49 CAS,President,,,Write-ins,1,1,0
Chelan,50 CAS,President,,,Write-ins,1,0,1
Chelan,51 WEN,President,,,Write-ins,0,0,0
Chelan,52 WEN,President,,,Write-ins,0,0,0
Chelan,53 WEN,President,,,Write-ins,2,2,0
Chelan,54 WEN,President,,,Write-ins,0,0,0
Chelan,55 WEN,President,,,Write-ins,3,2,1
Chelan,56 WEN,President,,,Write-ins,0,0,0
Chelan,57 WEN,President,,,Write-ins,0,0,0
Chelan,58 WEN,President,,,Write-ins,2,2,0
Chelan,59 WEN,President,,,Write-ins,0,0,0
Chelan,60 WEN,President,,,Write-ins,0,0,0
Chelan,61 WEN,President,,,Write-ins,0,0,0
Chelan,62 WEN,President,,,Write-ins,0,0,0
Chelan,63 WEN,President,,,Write-ins,0,0,0
Chelan,64 WEN,President,,,Write-ins,1,1,0
Chelan,65 WEN,President,,,Write-ins,0,0,0
Chelan,66 WEN,President,,,Write-ins,1,1,0
Chelan,67 WEN,President,,,Write-ins,0,0,0
Chelan,68 LEV,President,,,Write-ins,2,2,0
Chelan,69 LEV,President,,,Write-ins,2,1,1
Chelan,70,President,,,Write-ins,1,1,0
Chelan,71,President,,,Write-ins,2,2,0
Chelan,72,President,,,Write-ins,1,1,0
Chelan,73,President,,,Write-ins,0,0,0
Chelan,74,President,,,Write-ins,0,0,0
Chelan,75,President,,,Write-ins,0,0,0
Chelan,76,President,,,Write-ins,0,0,0
Chelan,77,President,,,Write-ins,2,1,1
Chelan,78,President,,,Write-ins,0,0,0
Chelan,79,President,,,Write-ins,1,1,0
Chelan,80,President,,,Write-ins,0,0,0
Chelan,,President,,,Write-ins,34,30,4
Chelan,1,U.S. Senate,,D,Patty Murray,11,10,1
Chelan,2,U.S. Senate,,D,Patty Murray,12,12,0
Chelan,3,U.S. Senate,,D,Patty Murray,29,26,3
Chelan,4,U.S. Senate,,D,Patty Murray,141,125,16
Chelan,5,U.S. Senate,,D,Patty Murray,136,110,26
Chelan,6,U.S. Senate,,D,Patty Murray,123,97,26
Chelan,7,U.S. Senate,,D,Patty Murray,3,1,2
Chelan,8,U.S. Senate,,D,Patty Murray,91,69,22
Chelan,9,U.S. Senate,,D,Patty Murray,27,22,5
Chelan,10,U.S. Senate,,D,Patty Murray,228,178,50
Chelan,11,U.S. Senate,,D,Patty Murray,9,7,2
Chelan,12,U.S. Senate,,D,Patty Murray,33,31,2
Chelan,13,U.S. Senate,,D,Patty Murray,7,7,0
Chelan,14,U.S. Senate,,D,Patty Murray,143,116,27
Chelan,15,U.S. Senate,,D,Patty Murray,120,101,19
Chelan,16,U.S. Senate,,D,Patty Murray,120,96,24
Chelan,17,U.S. Senate,,D,Patty Murray,11,11,0
Chelan,18,U.S. Senate,,D,Patty Murray,22,13,9
Chelan,19,U.S. Senate,,D,Patty Murray,273,248,25
Chelan,20,U.S. Senate,,D,Patty Murray,36,30,6
Chelan,21,U.S. Senate,,D,Patty Murray,27,25,2
Chelan,22,U.S. Senate,,D,Patty Murray,89,63,26
Chelan,23,U.S. Senate,,D,Patty Murray,47,33,14
Chelan,24,U.S. Senate,,D,Patty Murray,71,57,14
Chelan,25,U.S. Senate,,D,Patty Murray,12,12,0
Chelan,27,U.S. Senate,,D,Patty Murray,22,15,7
Chelan,28,U.S. Senate,,D,Patty Murray,162,130,32
Chelan,29 ENT,U.S. Senate,,D,Patty Murray,155,105,50
Chelan,30,U.S. Senate,,D,Patty Murray,69,67,2
Chelan,31,U.S. Senate,,D,Patty Murray,19,15,4
Chelan,32,U.S. Senate,,D,Patty Murray,87,68,19
Chelan,33,U.S. Senate,,D,Patty Murray,44,41,3
Chelan,34,U.S. Senate,,D,Patty Murray,18,15,3
Chelan,35,U.S. Senate,,D,Patty Murray,8,8,0
Chelan,36,U.S. Senate,,D,Patty Murray,151,117,34
Chelan,37,U.S. Senate,,D,Patty Murray,3,3,0
Chelan,38,U.S. Senate,,D,Patty Murray,30,30,0
Chelan,39,U.S. Senate,,D,Patty Murray,147,117,30
Chelan,40,U.S. Senate,,D,Patty Murray,32,32,0
Chelan,41,U.S. Senate,,D,Patty Murray,192,182,10
Chelan,42,U.S. Senate,,D,Patty Murray,103,77,26
Chelan,43 CHE,U.S. Senate,,D,Patty Murray,188,162,26
Chelan,44 CHE,U.S. Senate,,D,Patty Murray,199,173,26
Chelan,45 CHE,U.S. Senate,,D,Patty Murray,316,245,71
Chelan,46,U.S. Senate,,D,Patty Murray,168,133,35
Chelan,47,U.S. Senate,,D,Patty Murray,245,231,14
Chelan,48 CAS,U.S. Senate,,D,Patty Murray,146,111,35
Chelan,49 CAS,U.S. Senate,,D,Patty Murray,127,105,22
Chelan,50 CAS,U.S. Senate,,D,Patty Murray,160,128,32
Chelan,51 WEN,U.S. Senate,,D,Patty Murray,204,171,33
Chelan,52 WEN,U.S. Senate,,D,Patty Murray,249,212,37
Chelan,53 WEN,U.S. Senate,,D,Patty Murray,266,223,43
Chelan,54 WEN,U.S. Senate,,D,Patty Murray,279,227,52
Chelan,55 WEN,U.S. Senate,,D,Patty Murray,233,182,51
Chelan,56 WEN,U.S. Senate,,D,Patty Murray,259,196,63
Chelan,57 WEN,U.S. Senate,,D,Patty Murray,293,211,82
Chelan,58 WEN,U.S. Senate,,D,Patty Murray,288,195,93
Chelan,59 WEN,U.S. Senate,,D,Patty Murray,269,224,45
Chelan,60 WEN,U.S. Senate,,D,Patty Murray,363,277,86
Chelan,61 WEN,U.S. Senate,,D,Patty Murray,275,233,42
Chelan,62 WEN,U.S. Senate,,D,Patty Murray,367,311,56
Chelan,63 WEN,U.S. Senate,,D,Patty Murray,244,209,35
Chelan,64 WEN,U.S. Senate,,D,Patty Murray,199,155,44
Chelan,65 WEN,U.S. Senate,,D,Patty Murray,207,149,58
Chelan,66 WEN,U.S. Senate,,D,Patty Murray,228,173,55
Chelan,67 WEN,U.S. Senate,,D,Patty Murray,281,210,71
Chelan,68 LEV,U.S. Senate,,D,Patty Murray,273,220,53
Chelan,69 LEV,U.S. Senate,,D,Patty Murray,299,236,63
Chelan,70,U.S. Senate,,D,Patty Murray,123,101,22
Chelan,71,U.S. Senate,,D,Patty Murray,209,159,50
Chelan,72,U.S. Senate,,D,Patty Murray,188,152,36
Chelan,73,U.S. Senate,,D,Patty Murray,225,203,22
Chelan,74,U.S. Senate,,D,Patty Murray,263,244,19
Chelan,75,U.S. Senate,,D,Patty Murray,124,109,15
Chelan,76,U.S. Senate,,D,Patty Murray,170,141,29
Chelan,77,U.S. Senate,,D,Patty Murray,168,137,31
Chelan,78,U.S. Senate,,D,Patty Murray,26,24,2
Chelan,79,U.S. Senate,,D,Patty Murray,76,74,2
Chelan,80,U.S. Senate,,D,Patty Murray,47,44,3
Chelan,,U.S. Senate,,D,Patty Murray,11307,9212,2095
Chelan,1,U.S. Senate,,R,George Nethercutt,29,27,2
Chelan,2,U.S. Senate,,R,George Nethercutt,41,41,0
Chelan,3,U.S. Senate,,R,George Nethercutt,71,65,6
Chelan,4,U.S. Senate,,R,George Nethercutt,332,287,45
Chelan,5,U.S. Senate,,R,George Nethercutt,208,183,25
Chelan,6,U.S. Senate,,R,George Nethercutt,303,256,47
Chelan,7,U.S. Senate,,R,George Nethercutt,5,5,0
Chelan,8,U.S. Senate,,R,George Nethercutt,170,144,26
Chelan,9,U.S. Senate,,R,George Nethercutt,50,42,8
Chelan,10,U.S. Senate,,R,George Nethercutt,331,274,57
Chelan,11,U.S. Senate,,R,George Nethercutt,12,8,4
Chelan,12,U.S. Senate,,R,George Nethercutt,41,37,4
Chelan,13,U.S. Senate,,R,George Nethercutt,5,5,0
Chelan,14,U.S. Senate,,R,George Nethercutt,216,169,47
Chelan,15,U.S. Senate,,R,George Nethercutt,258,199,59
Chelan,16,U.S. Senate,,R,George Nethercutt,166,140,26
Chelan,17,U.S. Senate,,R,George Nethercutt,37,32,5
Chelan,18,U.S. Senate,,R,George Nethercutt,60,44,16
Chelan,19,U.S. Senate,,R,George Nethercutt,318,278,40
Chelan,20,U.S. Senate,,R,George Nethercutt,30,26,4
Chelan,21,U.S. Senate,,R,George Nethercutt,39,39,0
Chelan,22,U.S. Senate,,R,George Nethercutt,111,88,23
Chelan,23,U.S. Senate,,R,George Nethercutt,45,32,13
Chelan,24,U.S. Senate,,R,George Nethercutt,121,106,15
Chelan,25,U.S. Senate,,R,George Nethercutt,23,23,0
Chelan,27,U.S. Senate,,R,George Nethercutt,22,18,4
Chelan,28,U.S. Senate,,R,George Nethercutt,216,178,38
Chelan,29 ENT,U.S. Senate,,R,George Nethercutt,197,147,50
Chelan,30,U.S. Senate,,R,George Nethercutt,59,54,5
Chelan,31,U.S. Senate,,R,George Nethercutt,13,12,1
