firstname,lastname,ballotname,partyname,partycode,officename,officeposition,measuretext,reporting_level,jurisdiction,votes
,No,No,,,Initiative to the People,900,"Initiative Measure No. 900 concerns performance audits of governmental entities. This measure would direct the State Auditor to conduct performance audits of state and local governments, and dedicate 0.16% of the state's portion of sales and use tax collections to fund these audits.",county,Lewis,8811
,No,No,,,Initiative to the People,900,"Initiative Measure No. 900 concerns performance audits of governmental entities. This measure would direct the State Auditor to conduct performance audits of state and local governments, and dedicate 0.16% of the state's portion of sales and use tax collections to fund these audits.",county,Lincoln,2327
,No,No,,,Initiative to the People,900,"Initiative Measure No. 900 concerns performance audits of governmental entities. This measure would direct the State Auditor to conduct performance audits of state and local governments, and dedicate 0.16% of the state's portion of sales and use tax collections to fund these audits.",county,Mason,7918
,No,No,,,Initiative to the People,900,"Initiative Measure No. 900 concerns performance audits of governmental entities. This measure would direct the State Auditor to conduct performance audits of state and local governments, and dedicate 0.16% of the state's portion of sales and use tax collections to fund these audits.",county,Okanogan,5745
,No,No,,,Initiative to the People,900,"Initiative Measure No. 900 concerns performance audits of governmental entities. This measure would direct the State Auditor to conduct performance audits of state and local governments, and dedicate 0.16% of the state's portion of sales and use tax collections to fund these audits.",county,Pacific,3777
,No,No,,,Initiative to the People,900,"Initiative Measure No. 900 concerns performance audits of governmental entities. This measure would direct the State Auditor to conduct performance audits of state and local governments, and dedicate 0.16% of the state's portion of sales and use tax collections to fund these audits.",county,Pend Oreille,2430
,No,No,,,Initiative to the People,900,"Initiative Measure No. 900 concerns performance audits of governmental entities. This measure would direct the State Auditor to conduct performance audits of state and local governments, and dedicate 0.16% of the state's portion of sales and use tax collections to fund these audits.",county,Pierce,68201
,No,No,,,Initiative to the People,900,"Initiative Measure No. 900 concerns performance audits of governmental entities. This measure would direct the State Auditor to conduct performance audits of state and local governments, and dedicate 0.16% of the state's portion of sales and use tax collections to fund these audits.",county,San Juan,3523
,No,No,,,Initiative to the People,900,"Initiative Measure No. 900 concerns performance audits of governmental entities. This measure would direct the State Auditor to conduct performance audits of state and local governments, and dedicate 0.16% of the state's portion of sales and use tax collections to fund these audits.",county,Skagit,16440
,No,No,,,Initiative to the People,900,"Initiative Measure No. 900 concerns performance audits of governmental entities. This measure would direct the State Auditor to conduct performance audits of state and local governments, and dedicate 0.16% of the state's portion of sales and use tax collections to fund these audits.",county,Skamania,1439
,No,No,,,Initiative to the People,900,"Initiative Measure No. 900 concerns performance audits of governmental entities. This measure would direct the State Auditor to conduct performance audits of state and local governments, and dedicate 0.16% of the state's portion of sales and use tax collections to fund these audits.",county,Snohomish,64954
,No,No,,,Initiative to the People,900,"Initiative Measure No. 900 concerns performance audits of governmental entities. This measure would direct the State Auditor to conduct performance audits of state and local governments, and dedicate 0.16% of the state's portion of sales and use tax collections to fund these audits.",county,Spokane,64354
,No,No,,,Initiative to the People,900,"Initiative Measure No. 900 concerns performance audits of governmental entities. This measure would direct the State Auditor to conduct performance audits of state and local governments, and dedicate 0.16% of the state's portion of sales and use tax collections to fund these audits.",county,Stevens,8082
,No,No,,,Initiative to the People,900,"Initiative Measure No. 900 concerns performance audits of governmental entities. This measure would direct the State Auditor to conduct performance audits of state and local governments, and dedicate 0.16% of the state's portion of sales and use tax collections to fund these audits.",county,Thurston,34513
,No,No,,,Initiative to the People,900,"Initiative Measure No. 900 concerns performance audits of governmental entities. This measure would direct the State Auditor to conduct performance audits of state and local governments, and dedicate 0.16% of the state's portion of sales and use tax collections to fund these audits.",county,Wahkiakum,869
,No,No,,,Initiative to the People,900,"Initiative Measure No. 900 concerns performance audits of governmental entities. This measure would direct the State Auditor to conduct performance audits of state and local governments, and dedicate 0.16% of the state's portion of sales and use tax collections to fund these audits.",county,Walla Walla,7152
,No,No,,,Initiative to the People,900,"Initiative Measure No. 900 concerns performance audits of governmental entities. This measure would direct the State Auditor to conduct performance audits of state and local governments, and dedicate 0.16% of the state's portion of sales and use tax collections to fund these audits.",county,Whatcom,27242
,No,No,,,Initiative to the People,900,"Initiative Measure No. 900 concerns performance audits of governmental entities. This measure would direct the State Auditor to conduct performance audits of state and local governments, and dedicate 0.16% of the state's portion of sales and use tax collections to fund these audits.",county,Whitman,5877
,No,No,,,Initiative to the People,900,"Initiative Measure No. 900 concerns performance audits of governmental entities. This measure would direct the State Auditor to conduct performance audits of state and local governments, and dedicate 0.16% of the state's portion of sales and use tax collections to fund these audits.",county,Yakima,20477
,No,No,,,Initiative to the People,900,"Initiative Measure No. 900 concerns performance audits of governmental entities. This measure would direct the State Auditor to conduct performance audits of state and local governments, and dedicate 0.16% of the state's portion of sales and use tax collections to fund these audits.",state,Washington,767844
,Yes,Yes,,,Initiative to the People,901,"Initiative Measure No. 901 concerns amending the Clean Indoor Air Act by expanding smoking prohibitions. This measure would prohibit smoking in buildings and vehicles open to the public and places of employment, including areas within 25 feet of doorways and ventilation openings unless a lesser distance is approved.",county,Adams,2334
,Yes,Yes,,,Initiative to the People,901,"Initiative Measure No. 901 concerns amending the Clean Indoor Air Act by expanding smoking prohibitions. This measure would prohibit smoking in buildings and vehicles open to the public and places of employment, including areas within 25 feet of doorways and ventilation openings unless a lesser distance is approved.",county,Asotin,4036
,Yes,Yes,,,Initiative to the People,901,"Initiative Measure No. 901 concerns amending the Clean Indoor Air Act by expanding smoking prohibitions. This measure would prohibit smoking in buildings and vehicles open to the public and places of employment, including areas within 25 feet of doorways and ventilation openings unless a lesser distance is approved.",county,Benton,27581
,Yes,Yes,,,Initiative to the People,901,"Initiative Measure No. 901 concerns amending the Clean Indoor Air Act by expanding smoking prohibitions. This measure would prohibit smoking in buildings and vehicles open to the public and places of employment, including areas within 25 feet of doorways and ventilation openings unless a lesser distance is approved.",county,Chelan,12075
,Yes,Yes,,,Initiative to the People,901,"Initiative Measure No. 901 concerns amending the Clean Indoor Air Act by expanding smoking prohibitions. This measure would prohibit smoking in buildings and vehicles open to the public and places of employment, including areas within 25 feet of doorways and ventilation openings unless a lesser distance is approved.",county,Clallam,18464
,Yes,Yes,,,Initiative to the People,901,"Initiative Measure No. 901 concerns amending the Clean Indoor Air Act by expanding smoking prohibitions. This measure would prohibit smoking in buildings and vehicles open to the public and places of employment, including areas within 25 feet of doorways and ventilation openings unless a lesser distance is approved.",county,Clark,64699
,Yes,Yes,,,Initiative to the People,901,"Initiative Measure No. 901 concerns amending the Clean Indoor Air Act by expanding smoking prohibitions. This measure would prohibit smoking in buildings and vehicles open to the public and places of employment, including areas within 25 feet of doorways and ventilation openings unless a lesser distance is approved.",county,Columbia,905
,Yes,Yes,,,Initiative to the People,901,"Initiative Measure No. 901 concerns amending the Clean Indoor Air Act by expanding smoking prohibitions. This measure would prohibit smoking in buildings and vehicles open to the public and places of employment, including areas within 25 feet of doorways and ventilation openings unless a lesser distance is approved.",county,Cowlitz,17977
,Yes,Yes,,,Initiative to the People,901,"Initiative Measure No. 901 concerns amending the Clean Indoor Air Act by expanding smoking prohibitions. This measure would prohibit smoking in buildings and vehicles open to the public and places of employment, including areas within 25 feet of doorways and ventilation openings unless a lesser distance is approved.",county,Douglas,5985
,Yes,Yes,,,Initiative to the People,901,"Initiative Measure No. 901 concerns amending the Clean Indoor Air Act by expanding smoking prohibitions. This measure would prohibit smoking in buildings and vehicles open to the public and places of employment, including areas within 25 feet of doorways and ventilation openings unless a lesser distance is approved.",county,Ferry,1361
,Yes,Yes,,,Initiative to the People,901,"Initiative Measure No. 901 concerns amending the Clean Indoor Air Act by expanding smoking prohibitions. This measure would prohibit smoking in buildings and vehicles open to the public and places of employment, including areas within 25 feet of doorways and ventilation openings unless a lesser distance is approved.",county,Franklin,7359
,Yes,Yes,,,Initiative to the People,901,"Initiative Measure No. 901 concerns amending the Clean Indoor Air Act by expanding smoking prohibitions. This measure would prohibit smoking in buildings and vehicles open to the public and places of employment, including areas within 25 feet of doorways and ventilation openings unless a lesser distance is approved.",county,Garfield,634
,Yes,Yes,,,Initiative to the People,901,"Initiative Measure No. 901 concerns amending the Clean Indoor Air Act by expanding smoking prohibitions. This measure would prohibit smoking in buildings and vehicles open to the public and places of employment, including areas within 25 feet of doorways and ventilation openings unless a lesser distance is approved.",county,Grant,11267
,Yes,Yes,,,Initiative to the People,901,"Initiative Measure No. 901 concerns amending the Clean Indoor Air Act by expanding smoking prohibitions. This measure would prohibit smoking in buildings and vehicles open to the public and places of employment, including areas within 25 feet of doorways and ventilation openings unless a lesser distance is approved.",county,Grays Harbor,12035
,Yes,Yes,,,Initiative to the People,901,"Initiative Measure No. 901 concerns amending the Clean Indoor Air Act by expanding smoking prohibitions. This measure would prohibit smoking in buildings and vehicles open to the public and places of employment, including areas within 25 feet of doorways and ventilation openings unless a lesser distance is approved.",county,Island,16634
,Yes,Yes,,,Initiative to the People,901,"Initiative Measure No. 901 concerns amending the Clean Indoor Air Act by expanding smoking prohibitions. This measure would prohibit smoking in buildings and vehicles open to the public and places of employment, including areas within 25 feet of doorways and ventilation openings unless a lesser distance is approved.",county,Jefferson,8969
,Yes,Yes,,,Initiative to the People,901,"Initiative Measure No. 901 concerns amending the Clean Indoor Air Act by expanding smoking prohibitions. This measure would prohibit smoking in buildings and vehicles open to the public and places of employment, including areas within 25 feet of doorways and ventilation openings unless a lesser distance is approved.",county,King,352851
,Yes,Yes,,,Initiative to the People,901,"Initiative Measure No. 901 concerns amending the Clean Indoor Air Act by expanding smoking prohibitions. This measure would prohibit smoking in buildings and vehicles open to the public and places of employment, including areas within 25 feet of doorways and ventilation openings unless a lesser distance is approved.",county,Kitsap,49265
,Yes,Yes,,,Initiative to the People,901,"Initiative Measure No. 901 concerns amending the Clean Indoor Air Act by expanding smoking prohibitions. This measure would prohibit smoking in buildings and vehicles open to the public and places of employment, including areas within 25 feet of doorways and ventilation openings unless a lesser distance is approved.",county,Kittitas,6097
,Yes,Yes,,,Initiative to the People,901,"Initiative Measure No. 901 concerns amending the Clean Indoor Air Act by expanding smoking prohibitions. This measure would prohibit smoking in buildings and vehicles open to the public and places of employment, including areas within 25 feet of doorways and ventilation openings unless a lesser distance is approved.",county,Klickitat,3518
,Yes,Yes,,,Initiative to the People,901,"Initiative Measure No. 901 concerns amending the Clean Indoor Air Act by expanding smoking prohibitions. This measure would prohibit smoking in buildings and vehicles open to the public and places of employment, including areas within 25 feet of doorways and ventilation openings unless a lesser distance is approved.",county,Lewis,12673
,Yes,Yes,,,Initiative to the People,901,"Initiative Measure No. 901 concerns amending the Clean Indoor Air Act by expanding smoking prohibitions. This measure would prohibit smoking in buildings and vehicles open to the public and places of employment, including areas within 25 feet of doorways and ventilation openings unless a lesser distance is approved.",county,Lincoln,2508
,Yes,Yes,,,Initiative to the People,901,"Initiative Measure No. 901 concerns amending the Clean Indoor Air Act by expanding smoking prohibitions. This measure would prohibit smoking in buildings and vehicles open to the public and places of employment, including areas within 25 feet of doorways and ventilation openings unless a lesser distance is approved.",county,Mason,10598
,Yes,Yes,,,Initiative to the People,901,"Initiative Measure No. 901 concerns amending the Clean Indoor Air Act by expanding smoking prohibitions. This measure would prohibit smoking in buildings and vehicles open to the public and places of employment, including areas within 25 feet of doorways and ventilation openings unless a lesser distance is approved.",county,Okanogan,6601
,Yes,Yes,,,Initiative to the People,901,"Initiative Measure No. 901 concerns amending the Clean Indoor Air Act by expanding smoking prohibitions. This measure would prohibit smoking in buildings and vehicles open to the public and places of employment, including areas within 25 feet of doorways and ventilation openings unless a lesser distance is approved.",county,Pacific,4794
,Yes,Yes,,,Initiative to the People,901,"Initiative Measure No. 901 concerns amending the Clean Indoor Air Act by expanding smoking prohibitions. This measure would prohibit smoking in buildings and vehicles open to the public and places of employment, including areas within 25 feet of doorways and ventilation openings unless a lesser distance is approved.",county,Pend Oreille,2616
,Yes,Yes,,,Initiative to the People,901,"Initiative Measure No. 901 concerns amending the Clean Indoor Air Act by expanding smoking prohibitions. This measure would prohibit smoking in buildings and vehicles open to the public and places of employment, including areas within 25 feet of doorways and ventilation openings unless a lesser distance is approved.",county,Pierce,116870
,Yes,Yes,,,Initiative to the People,901,"Initiative Measure No. 901 concerns amending the Clean Indoor Air Act by expanding smoking prohibitions. This measure would prohibit smoking in buildings and vehicles open to the public and places of employment, including areas within 25 feet of doorways and ventilation openings unless a lesser distance is approved.",county,San Juan,4974
,Yes,Yes,,,Initiative to the People,901,"Initiative Measure No. 901 concerns amending the Clean Indoor Air Act by expanding smoking prohibitions. This measure would prohibit smoking in buildings and vehicles open to the public and places of employment, including areas within 25 feet of doorways and ventilation openings unless a lesser distance is approved.",county,Skagit,23508
,Yes,Yes,,,Initiative to the People,901,"Initiative Measure No. 901 concerns amending the Clean Indoor Air Act by expanding smoking prohibitions. This measure would prohibit smoking in buildings and vehicles open to the public and places of employment, including areas within 25 feet of doorways and ventilation openings unless a lesser distance is approved.",county,Skamania,1854
,Yes,Yes,,,Initiative to the People,901,"Initiative Measure No. 901 concerns amending the Clean Indoor Air Act by expanding smoking prohibitions. This measure would prohibit smoking in buildings and vehicles open to the public and places of employment, including areas within 25 feet of doorways and ventilation openings unless a lesser distance is approved.",county,Snohomish,106632
,Yes,Yes,,,Initiative to the People,901,"Initiative Measure No. 901 concerns amending the Clean Indoor Air Act by expanding smoking prohibitions. This measure would prohibit smoking in buildings and vehicles open to the public and places of employment, including areas within 25 feet of doorways and ventilation openings unless a lesser distance is approved.",county,Spokane,89112
,Yes,Yes,,,Initiative to the People,901,"Initiative Measure No. 901 concerns amending the Clean Indoor Air Act by expanding smoking prohibitions. This measure would prohibit smoking in buildings and vehicles open to the public and places of employment, including areas within 25 feet of doorways and ventilation openings unless a lesser distance is approved.",county,Stevens,9305
