county,precinct_code,precinct,office,district,party,candidate,votes
King,374,DOLPHIN,"Vashon Island School District No. 402 Proposition No. 1 General Obligation Bonds - $9,997,500",,,Registered Voters,304
King,374,DOLPHIN,"Vashon Island School District No. 402 Proposition No. 1 General Obligation Bonds - $9,997,500",,,Rejected,49
King,687,LISABEULA,"Vashon Island School District No. 402 Proposition No. 1 General Obligation Bonds - $9,997,500",,,Approved,184
King,687,LISABEULA,"Vashon Island School District No. 402 Proposition No. 1 General Obligation Bonds - $9,997,500",,,Registered Voters,511
King,687,LISABEULA,"Vashon Island School District No. 402 Proposition No. 1 General Obligation Bonds - $9,997,500",,,Rejected,70
King,739,MAURY,"Vashon Island School District No. 402 Proposition No. 1 General Obligation Bonds - $9,997,500",,,Approved,159
King,739,MAURY,"Vashon Island School District No. 402 Proposition No. 1 General Obligation Bonds - $9,997,500",,,Registered Voters,416
King,739,MAURY,"Vashon Island School District No. 402 Proposition No. 1 General Obligation Bonds - $9,997,500",,,Rejected,78
King,3340,PORTAGE,"Vashon Island School District No. 402 Proposition No. 1 General Obligation Bonds - $9,997,500",,,Approved,180
King,3340,PORTAGE,"Vashon Island School District No. 402 Proposition No. 1 General Obligation Bonds - $9,997,500",,,Registered Voters,426
King,3340,PORTAGE,"Vashon Island School District No. 402 Proposition No. 1 General Obligation Bonds - $9,997,500",,,Rejected,72
King,924,QUARTERMASTER,"Vashon Island School District No. 402 Proposition No. 1 General Obligation Bonds - $9,997,500",,,Approved,155
King,924,QUARTERMASTER,"Vashon Island School District No. 402 Proposition No. 1 General Obligation Bonds - $9,997,500",,,Registered Voters,357
King,924,QUARTERMASTER,"Vashon Island School District No. 402 Proposition No. 1 General Obligation Bonds - $9,997,500",,,Rejected,57
King,3410,SEALTH,"Vashon Island School District No. 402 Proposition No. 1 General Obligation Bonds - $9,997,500",,,Approved,140
King,3410,SEALTH,"Vashon Island School District No. 402 Proposition No. 1 General Obligation Bonds - $9,997,500",,,Registered Voters,410
King,3410,SEALTH,"Vashon Island School District No. 402 Proposition No. 1 General Obligation Bonds - $9,997,500",,,Rejected,60
King,1073,SHAWNEE,"Vashon Island School District No. 402 Proposition No. 1 General Obligation Bonds - $9,997,500",,,Approved,190
King,1073,SHAWNEE,"Vashon Island School District No. 402 Proposition No. 1 General Obligation Bonds - $9,997,500",,,Registered Voters,445
King,1073,SHAWNEE,"Vashon Island School District No. 402 Proposition No. 1 General Obligation Bonds - $9,997,500",,,Rejected,48
King,1138,TAHLEQUAH,"Vashon Island School District No. 402 Proposition No. 1 General Obligation Bonds - $9,997,500",,,Approved,206
King,1138,TAHLEQUAH,"Vashon Island School District No. 402 Proposition No. 1 General Obligation Bonds - $9,997,500",,,Registered Voters,592
King,1138,TAHLEQUAH,"Vashon Island School District No. 402 Proposition No. 1 General Obligation Bonds - $9,997,500",,,Rejected,96
King,1187,VASHON,"Vashon Island School District No. 402 Proposition No. 1 General Obligation Bonds - $9,997,500",,,Approved,158
King,1187,VASHON,"Vashon Island School District No. 402 Proposition No. 1 General Obligation Bonds - $9,997,500",,,Registered Voters,449
King,1187,VASHON,"Vashon Island School District No. 402 Proposition No. 1 General Obligation Bonds - $9,997,500",,,Rejected,55
San Juan,31,Lopez North,San Juan County Public Hospital District #2 Hospital Commissioner 2,,,George LeBoutillier,109
San Juan,31,Lopez North,San Juan County Public Hospital District #2 Hospital Commissioner 2,,,Rebecca Presley,372
San Juan,31,Lopez North,San Juan County Public Hospital District #2 Hospital Commissioner 2,,,Phil Paige,112
San Juan,32,Lopez South,San Juan County Public Hospital District #2 Hospital Commissioner 2,,,George LeBoutillier,75
San Juan,32,Lopez South,San Juan County Public Hospital District #2 Hospital Commissioner 2,,,Rebecca Presley,266
San Juan,32,Lopez South,San Juan County Public Hospital District #2 Hospital Commissioner 2,,,Phil Paige,88
San Juan,31,Lopez North,San Juan County Public Hospital District #2 Hospital Commissioner 3,,,Iris Graville,603
San Juan,32,Lopez South,San Juan County Public Hospital District #2 Hospital Commissioner 3,,,Iris Graville,442
San Juan,31,Lopez North,San Juan County Public Hospital District #2 Hospital Commissioner 1,,,Christa Campbell,597
San Juan,32,Lopez South,San Juan County Public Hospital District #2 Hospital Commissioner 1,,,Christa Campbell,446
San Juan,31,Lopez North,San Juan County Public Hospital District #2 Hospital Commissioner 4,,,James Orcutt,357
San Juan,31,Lopez North,San Juan County Public Hospital District #2 Hospital Commissioner 4,,,Kirman Taylor,253
San Juan,32,Lopez South,San Juan County Public Hospital District #2 Hospital Commissioner 4,,,James Orcutt,254
San Juan,32,Lopez South,San Juan County Public Hospital District #2 Hospital Commissioner 4,,,Kirman Taylor,204
San Juan,31,Lopez North,San Juan County Public Hospital District #2 Hospital Commissioner 5,,,Albert Berger,551
San Juan,32,Lopez South,San Juan County Public Hospital District #2 Hospital Commissioner 5,,,Albert Berger,397
Okanogan,10,CONCONULLY RURAL,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,17
Okanogan,10,CONCONULLY RURAL,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,16
Okanogan,11,DUCK LAKE,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,5
Okanogan,11,DUCK LAKE,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,25
Okanogan,23,MISSION,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,23
Okanogan,23,MISSION,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,5
Okanogan,29,NORTH OMAK,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,17
Okanogan,29,NORTH OMAK,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,10
Okanogan,32,POGUE,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,22
Okanogan,32,POGUE,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,61
Okanogan,33,RIVERSIDE RURAL,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,32
Okanogan,33,RIVERSIDE RURAL,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,46
Okanogan,38,TUNK CREEK,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,34
Okanogan,38,TUNK CREEK,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,48
Okanogan,51,DISAUTEL,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,13
Okanogan,51,DISAUTEL,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,4
Okanogan,52,HUDSON,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,7
Okanogan,52,HUDSON,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,14
Okanogan,59,COPPLE,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,22
Okanogan,59,COPPLE,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,42
Okanogan,61,ENGH,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,24
Okanogan,61,ENGH,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,34
Okanogan,72,SAND FLAT,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,30
Okanogan,72,SAND FLAT,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,44
Okanogan,79,CANAL,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,9
Okanogan,79,CANAL,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,24
Okanogan,86,GREENACRES,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,5
Okanogan,86,GREENACRES,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,29
Okanogan,87,JOHNSON CREEK,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,17
Okanogan,87,JOHNSON CREEK,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,31
Okanogan,89,LIME BELT,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,5
Okanogan,89,LIME BELT,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,26
Okanogan,109,OMAK #1,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,9
Okanogan,109,OMAK #1,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,19
Okanogan,110,OMAK #2,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,20
Okanogan,110,OMAK #2,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,23
Okanogan,111,OMAK #3,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,21
Okanogan,111,OMAK #3,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,3
Okanogan,112,OMAK #4,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,16
Okanogan,112,OMAK #4,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,15
Okanogan,113,OMAK #5,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,17
Okanogan,113,OMAK #5,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,22
Okanogan,114,OMAK #6,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,21
Okanogan,114,OMAK #6,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,16
Okanogan,115,OMAK #7,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,14
Okanogan,115,OMAK #7,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,22
Okanogan,116,OMAK #8,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,15
Okanogan,116,OMAK #8,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,12
Okanogan,117,OMAK #9,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,28
Okanogan,117,OMAK #9,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,41
Okanogan,131,CONCONULLY CITY,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,24
Okanogan,131,CONCONULLY CITY,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,29
Okanogan,134,RIVERSIDE CITY,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,20
Okanogan,134,RIVERSIDE CITY,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,36
Okanogan,185,COLEMAN BUTTE,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,32
Okanogan,185,COLEMAN BUTTE,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,32
Okanogan,186,ASTON,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,17
Okanogan,186,ASTON,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,21
Okanogan,187,WEST RIVER,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,10
Okanogan,187,WEST RIVER,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,20
Okanogan,188,OMAK RIVER,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,31
Okanogan,188,OMAK RIVER,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,28
Okanogan,189,CHEROKEE,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,19
Okanogan,189,CHEROKEE,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,44
Okanogan,190,NICHOLS,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,15
Okanogan,190,NICHOLS,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,17
Okanogan,191,LONE PINE,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,19
Okanogan,191,LONE PINE,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,2
Okanogan,192,OMAK MTN,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,7
Okanogan,192,OMAK MTN,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,10
Okanogan,193,OMAK LAKE,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,11
Okanogan,193,OMAK LAKE,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,13
Okanogan,194,FIKER,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,18
Okanogan,194,FIKER,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,30
Okanogan,195,ROSS CANYON,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,29
Okanogan,195,ROSS CANYON,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,25
Okanogan,196,HENDRICK,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,38
Okanogan,196,HENDRICK,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,27
Okanogan,197,DIXON,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,11
Okanogan,197,DIXON,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,40
Okanogan,198,KERMEL,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,10
Okanogan,198,KERMEL,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,49
Okanogan,202,OMAK #10,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,21
Okanogan,202,OMAK #10,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,27
Okanogan,203,OMAK #11,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,41
Okanogan,203,OMAK #11,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,27
Okanogan,204,OMAK #12,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,26
Okanogan,204,OMAK #12,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,29
Okanogan,205,OMAK #13,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,12
Okanogan,205,OMAK #13,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,21
Okanogan,206,OMAK #14,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,7
Okanogan,206,OMAK #14,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,9
Okanogan,207,OMAK #15,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,28
Okanogan,207,OMAK #15,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,28
Okanogan,208,OMAK #16,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,34
Okanogan,208,OMAK #16,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,14
Okanogan,209,OMAK #17,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,30
Okanogan,209,OMAK #17,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,24
Okanogan,210,OMAK #18,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,16
Okanogan,210,OMAK #18,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,10
Okanogan,211,OMAK #19,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,9
Okanogan,211,OMAK #19,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,27
Okanogan,212,OMAK #20,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,15
Okanogan,212,OMAK #20,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,23
Okanogan,213,OMAK #21,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,15
Okanogan,213,OMAK #21,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,10
Okanogan,214,OMAK #22,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,30
Okanogan,214,OMAK #22,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,16
Okanogan,215,OMAK #23,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,14
Okanogan,215,OMAK #23,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,10
Okanogan,216,OMAK #24,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,15
Okanogan,216,OMAK #24,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,11
Okanogan,236,SUNSET LAKES,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,9
Okanogan,236,SUNSET LAKES,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,9
Okanogan,237,FLATS,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Approved,17
Okanogan,237,FLATS,OMAK SCHOOL 19 Proposition No. 1 Bonds To Construct A New Middle School,,,Rejected,23
Yakima,2101,2101.48,TOPPENISH SCHOOL DISTRICT #202 Proposition No. 1 Replacement Maintenance and Operation Levy,,,Levy - Yes,109
Yakima,2101,2101.48,TOPPENISH SCHOOL DISTRICT #202 Proposition No. 1 Replacement Maintenance and Operation Levy,,,Levy - No,44
Yakima,2102,2102.48,TOPPENISH SCHOOL DISTRICT #202 Proposition No. 1 Replacement Maintenance and Operation Levy,,,Levy - Yes,107
Yakima,2102,2102.48,TOPPENISH SCHOOL DISTRICT #202 Proposition No. 1 Replacement Maintenance and Operation Levy,,,Levy - No,58
Yakima,2103,2103.48,TOPPENISH SCHOOL DISTRICT #202 Proposition No. 1 Replacement Maintenance and Operation Levy,,,Levy - Yes,110
Yakima,2103,2103.48,TOPPENISH SCHOOL DISTRICT #202 Proposition No. 1 Replacement Maintenance and Operation Levy,,,Levy - No,74
Yakima,2701,2701.54,TOPPENISH SCHOOL DISTRICT #202 Proposition No. 1 Replacement Maintenance and Operation Levy,,,Levy - Yes,6
Yakima,2701,2701.54,TOPPENISH SCHOOL DISTRICT #202 Proposition No. 1 Replacement Maintenance and Operation Levy,,,Levy - No,9
Yakima,3103,3103.48,TOPPENISH SCHOOL DISTRICT #202 Proposition No. 1 Replacement Maintenance and Operation Levy,,,Levy - Yes,65
Yakima,3103,3103.48,TOPPENISH SCHOOL DISTRICT #202 Proposition No. 1 Replacement Maintenance and Operation Levy,,,Levy - No,55
Yakima,3104,3104.482,TOPPENISH SCHOOL DISTRICT #202 Proposition No. 1 Replacement Maintenance and Operation Levy,,,Levy - Yes,88
Yakima,3104,3104.482,TOPPENISH SCHOOL DISTRICT #202 Proposition No. 1 Replacement Maintenance and Operation Levy,,,Levy - No,79
Yakima,3309,3309.48,TOPPENISH SCHOOL DISTRICT #202 Proposition No. 1 Replacement Maintenance and Operation Levy,,,Levy - Yes,80
Yakima,3309,3309.48,TOPPENISH SCHOOL DISTRICT #202 Proposition No. 1 Replacement Maintenance and Operation Levy,,,Levy - No,54
Ferry,106,KELLER,SCHOOL DISTRICT 003 Three Year General Fund Levy,,,Levy Yes,50
Ferry,106,KELLER,SCHOOL DISTRICT 003 Three Year General Fund Levy,,,Levy No,29
Yakima,501,501.52,GRANGER SCHOOL DISTRICT #204 Proposition No. 1 Dissolution and Reapportionment of Directors' Districts,,,Approved,94
Yakima,501,501.52,GRANGER SCHOOL DISTRICT #204 Proposition No. 1 Dissolution and Reapportionment of Directors' Districts,,,Rejected,30
Yakima,3002,3002.52,GRANGER SCHOOL DISTRICT #204 Proposition No. 1 Dissolution and Reapportionment of Directors' Districts,,,Approved,23
Yakima,3002,3002.52,GRANGER SCHOOL DISTRICT #204 Proposition No. 1 Dissolution and Reapportionment of Directors' Districts,,,Rejected,11
Yakima,3303,3303.5219999999999,GRANGER SCHOOL DISTRICT #204 Proposition No. 1 Dissolution and Reapportionment of Directors' Districts,,,Approved,38
Yakima,3303,3303.5219999999999,GRANGER SCHOOL DISTRICT #204 Proposition No. 1 Dissolution and Reapportionment of Directors' Districts,,,Rejected,30
Yakima,3902,3902.5239999999999,GRANGER SCHOOL DISTRICT #204 Proposition No. 1 Dissolution and Reapportionment of Directors' Districts,,,Approved,42
Yakima,3902,3902.5239999999999,GRANGER SCHOOL DISTRICT #204 Proposition No. 1 Dissolution and Reapportionment of Directors' Districts,,,Rejected,18
Yakima,4628,4628,GRANGER SCHOOL DISTRICT #204 Proposition No. 1 Dissolution and Reapportionment of Directors' Districts,,,Approved,4
Yakima,4628,4628,GRANGER SCHOOL DISTRICT #204 Proposition No. 1 Dissolution and Reapportionment of Directors' Districts,,,Rejected,2
San Juan,31,Lopez North,San Juan County Public Hospital District #2 Proposition No. 1 Establishment of a Public Hospital District,,,For,627
San Juan,31,Lopez North,San Juan County Public Hospital District #2 Proposition No. 1 Establishment of a Public Hospital District,,,Against,108
San Juan,32,Lopez South,San Juan County Public Hospital District #2 Proposition No. 1 Establishment of a Public Hospital District,,,For,492
San Juan,32,Lopez South,San Juan County Public Hospital District #2 Proposition No. 1 Establishment of a Public Hospital District,,,Against,93
Chelan,140,140,WENATCHEE SCHOOL DIST NO 246 PROPOSITION 1 RENEWAL OF EXPIRING EDUCATIONAL PROGRAMS AND OPERATION LEVY,,,LEVY...YES,35
Chelan,140,140,WENATCHEE SCHOOL DIST NO 246 PROPOSITION 1 RENEWAL OF EXPIRING EDUCATIONAL PROGRAMS AND OPERATION LEVY,,,LEVY...NO,38
Chelan,141,141,WENATCHEE SCHOOL DIST NO 246 PROPOSITION 1 RENEWAL OF EXPIRING EDUCATIONAL PROGRAMS AND OPERATION LEVY,,,LEVY...YES,8
Chelan,141,141,WENATCHEE SCHOOL DIST NO 246 PROPOSITION 1 RENEWAL OF EXPIRING EDUCATIONAL PROGRAMS AND OPERATION LEVY,,,LEVY...NO,5
Chelan,142,142,WENATCHEE SCHOOL DIST NO 246 PROPOSITION 1 RENEWAL OF EXPIRING EDUCATIONAL PROGRAMS AND OPERATION LEVY,,,LEVY...YES,0
